Gene	sgRNA	eff
IL26	ID_43424	1
IL26	ID_43425	1
IL26	ID_43426	1
IL26	ID_43423	1
POTEJ	ID_74405	1
POTEJ	ID_74402	1
POTEJ	ID_74404	1
POTEJ	ID_74403	1
controlguide289	ID_76730	1
KIRREL3	ID_53859	1
KIRREL3	ID_53862	1
KIRREL3	ID_53861	1
KIRREL3	ID_53860	1
NPHS1	ID_12778	1
NPHS1	ID_12780	1
NPHS1	ID_12777	1
NPHS1	ID_12779	1
PNPLA2	ID_44990	1
PNPLA2	ID_44987	1
PNPLA2	ID_44989	1
PNPLA2	ID_44988	1
CDK5RAP3	ID_51047	1
CDK5RAP3	ID_51049	1
CDK5RAP3	ID_51048	1
CDK5RAP3	ID_51050	1
controlguide420	ID_76861	1
CEBPA	ID_3001	1
CEBPA	ID_3002	1
CEBPA	ID_3004	1
CEBPA	ID_3003	1
SEMA6D	ID_50645	1
SEMA6D	ID_50644	1
SEMA6D	ID_50643	1
SEMA6D	ID_50646	1
TNFSF14	ID_22851	1
TNFSF14	ID_22849	1
TNFSF14	ID_22852	1
TNFSF14	ID_22850	1
TLR7	ID_38355	1
TLR7	ID_38356	1
TLR7	ID_38357	1
TLR7	ID_38358	1
CHRNA3	ID_3225	1
CHRNA3	ID_3227	1
CHRNA3	ID_3226	1
CHRNA3	ID_3228	1
ERCC6	ID_5771	1
ERCC6	ID_5770	1
ERCC6	ID_5772	1
ERCC6	ID_5769	1
controlguide191	ID_76632	1
FARSB	ID_26857	1
FARSB	ID_26860	1
FARSB	ID_26858	1
FARSB	ID_26859	1
PPP1R2	ID_14579	1
PPP1R2	ID_14580	1
PPP1R2	ID_14577	1
PPP1R2	ID_14578	1
CECR2	ID_36149	1
CECR2	ID_36147	1
CECR2	ID_36148	1
CECR2	ID_36150	1
ZNF599	ID_61948	1
ZNF599	ID_61947	1
ZNF599	ID_61946	1
ZNF599	ID_61945	1
RALB	ID_15777	1
RALB	ID_15780	1
RALB	ID_15778	1
RALB	ID_15779	1
ATP6V1G3	ID_59305	1
ATP6V1G3	ID_59308	1
ATP6V1G3	ID_59307	1
ATP6V1G3	ID_59306	1
GDAP2	ID_40714	1
GDAP2	ID_40711	1
GDAP2	ID_40712	1
GDAP2	ID_40713	1
CEACAM4	ID_3104	1
CEACAM4	ID_3102	1
CEACAM4	ID_3103	1
CEACAM4	ID_3101	1
STOX1	ID_65356	1
STOX1	ID_65353	1
STOX1	ID_65355	1
STOX1	ID_65354	1
TMEM56	ID_62042	1
TMEM56	ID_62043	1
TMEM56	ID_62044	1
TMEM56	ID_62041	1
MNDA	ID_11657	1
MNDA	ID_11658	1
MNDA	ID_11660	1
MNDA	ID_11659	1
ITPR2	ID_9880	1
ITPR2	ID_9879	1
ITPR2	ID_9878	1
ITPR2	ID_9877	1
BMF	ID_55476	1
BMF	ID_55478	1
BMF	ID_55477	1
BMF	ID_55475	1
MAPK14	ID_4003	1
MAPK14	ID_4001	1
MAPK14	ID_4002	1
MAPK14	ID_4004	1
TAF1D	ID_48947	1
TAF1D	ID_48948	1
TAF1D	ID_48950	1
TAF1D	ID_48949	1
MST1L	ID_30516	1
MST1L	ID_30517	1
MST1L	ID_30515	1
MST1L	ID_30518	1
ENC1	ID_22140	1
ENC1	ID_22137	1
ENC1	ID_22138	1
ENC1	ID_22139	1
SUMF1	ID_68131	1
SUMF1	ID_68132	1
SUMF1	ID_68129	1
SUMF1	ID_68130	1
TCEA1	ID_18791	1
TCEA1	ID_18790	1
TCEA1	ID_18789	1
TCEA1	ID_18792	1
TMEM181	ID_45923	1
TMEM181	ID_45925	1
TMEM181	ID_45926	1
TMEM181	ID_45924	1
FAM133B	ID_66920	1
FAM133B	ID_66919	1
FAM133B	ID_66918	1
FAM133B	ID_66917	1
CLCF1	ID_33065	1
CLCF1	ID_33066	1
CLCF1	ID_33063	1
CLCF1	ID_33064	1
HINT1	ID_8349	1
HINT1	ID_8351	1
HINT1	ID_8350	1
HINT1	ID_8352	1
CCL3L3	ID_72742	1
CCL3L3	ID_72741	1
CCL3L3	ID_72744	1
CCL3L3	ID_72743	1
SPRY3	ID_27523	1
SPRY3	ID_27522	1
SPRY3	ID_27521	1
SPRY3	ID_27524	1
USP17L21	ID_75633	1
USP17L21	ID_75635	1
USP17L21	ID_75632	1
USP17L21	ID_75634	1
C6orf165	ID_62893	1
C6orf165	ID_62894	1
C6orf165	ID_62896	1
C6orf165	ID_62895	1
RIF1	ID_41843	1
RIF1	ID_41846	1
RIF1	ID_41845	1
RIF1	ID_41844	1
SAXO2	ID_67479	1
SAXO2	ID_67478	1
SAXO2	ID_67477	1
SAXO2	ID_67480	1
Sep-11	ID_43252	1
Sep-11	ID_43251	1
Sep-11	ID_43253	1
Sep-11	ID_43254	1
C9orf129	ID_73319	1
C9orf129	ID_73320	1
C9orf129	ID_73318	1
C9orf129	ID_73317	1
DSG3	ID_5094	1
DSG3	ID_5093	1
DSG3	ID_5096	1
DSG3	ID_5095	1
AVL9	ID_31668	1
AVL9	ID_31667	1
AVL9	ID_31669	1
AVL9	ID_31670	1
SOD3	ID_17941	1
SOD3	ID_17943	1
SOD3	ID_17944	1
SOD3	ID_17942	1
FSD1L	ID_52535	1
FSD1L	ID_52537	1
FSD1L	ID_52536	1
FSD1L	ID_52538	1
PRR19	ID_67752	1
PRR19	ID_67749	1
PRR19	ID_67750	1
PRR19	ID_67751	1
LSM14A	ID_34506	1
LSM14A	ID_34503	1
LSM14A	ID_34505	1
LSM14A	ID_34504	1
BOC	ID_55931	1
BOC	ID_55929	1
BOC	ID_55932	1
BOC	ID_55930	1
SLC22A1	ID_17699	1
SLC22A1	ID_17697	1
SLC22A1	ID_17698	1
SLC22A1	ID_17700	1
WASF3	ID_29240	1
WASF3	ID_29239	1
WASF3	ID_29242	1
WASF3	ID_29241	1
KRTAP13-2	ID_68623	1
KRTAP13-2	ID_68624	1
KRTAP13-2	ID_68621	1
KRTAP13-2	ID_68622	1
ARMC9	ID_50920	1
ARMC9	ID_50921	1
ARMC9	ID_50919	1
ARMC9	ID_50922	1
LCTL	ID_64487	1
LCTL	ID_64485	1
LCTL	ID_64486	1
LCTL	ID_64488	1
TNFRSF10B	ID_23000	1
TNFRSF10B	ID_22998	1
TNFRSF10B	ID_22999	1
TNFRSF10B	ID_22997	1
KCTD12	ID_57436	1
KCTD12	ID_57435	1
KCTD12	ID_57434	1
KCTD12	ID_57433	1
TTC39B	ID_63132	1
TTC39B	ID_63131	1
TTC39B	ID_63130	1
TTC39B	ID_63129	1
BMP15	ID_24190	1
BMP15	ID_24191	1
BMP15	ID_24189	1
BMP15	ID_24192	1
LPCAT1	ID_50267	1
LPCAT1	ID_50269	1
LPCAT1	ID_50268	1
LPCAT1	ID_50270	1
SIRT2	ID_31279	1
SIRT2	ID_31280	1
SIRT2	ID_31282	1
SIRT2	ID_31281	1
CD69	ID_2740	1
CD69	ID_2738	1
CD69	ID_2737	1
CD69	ID_2739	1
SPDYE1	ID_68315	1
SPDYE1	ID_68313	1
SPDYE1	ID_68316	1
SPDYE1	ID_68314	1
LDLRAD1	ID_71128	1
LDLRAD1	ID_71125	1
LDLRAD1	ID_71127	1
LDLRAD1	ID_71126	1
LOC728392	ID_74677	1
LOC728392	ID_74674	1
LOC728392	ID_74675	1
LOC728392	ID_74676	1
COX7A2L	ID_24072	1
COX7A2L	ID_24071	1
COX7A2L	ID_24070	1
COX7A2L	ID_24069	1
ZMYM2	ID_20804	1
ZMYM2	ID_20801	1
ZMYM2	ID_20802	1
ZMYM2	ID_20803	1
ATP4A	ID_1395	1
ATP4A	ID_1396	1
ATP4A	ID_1393	1
ATP4A	ID_1394	1
MED12	ID_26593	1
MED12	ID_26594	1
MED12	ID_26596	1
MED12	ID_26595	1
ADGRG5	ID_65722	1
ADGRG5	ID_65724	1
ADGRG5	ID_65721	1
ADGRG5	ID_65723	1
CCNB1	ID_2483	1
CCNB1	ID_2482	1
CCNB1	ID_2481	1
CCNB1	ID_2484	1
DUT	ID_5178	1
DUT	ID_5180	1
DUT	ID_5177	1
DUT	ID_5179	1
OR1B1	ID_69788	1
OR1B1	ID_69787	1
OR1B1	ID_69786	1
OR1B1	ID_69785	1
C2orf42	ID_41211	1
C2orf42	ID_41213	1
C2orf42	ID_41214	1
C2orf42	ID_41212	1
NRAS	ID_12840	1
NRAS	ID_12839	1
NRAS	ID_12838	1
NRAS	ID_12837	1
ARL5B	ID_65687	1
ARL5B	ID_65688	1
ARL5B	ID_65685	1
ARL5B	ID_65686	1
CD24	ID_75484	1
CD24	ID_75487	1
CD24	ID_75486	1
CD24	ID_75485	1
DIS3L2	ID_59711	1
DIS3L2	ID_59710	1
DIS3L2	ID_59712	1
DIS3L2	ID_59709	1
SPAG8	ID_34750	1
SPAG8	ID_34747	1
SPAG8	ID_34748	1
SPAG8	ID_34749	1
SLC22A31	ID_61582	1
SLC22A31	ID_61583	1
SLC22A31	ID_61584	1
SLC22A31	ID_61581	1
LOC101927572	ID_76342	1
LOC101927572	ID_76343	1
LOC101927572	ID_76345	1
LOC101927572	ID_76344	1
PDE4D	ID_13528	1
PDE4D	ID_13527	1
PDE4D	ID_13525	1
PDE4D	ID_13526	1
ZNF829	ID_70374	1
ZNF829	ID_70376	1
ZNF829	ID_70373	1
ZNF829	ID_70375	1
SH2D1A	ID_10907	1
SH2D1A	ID_10908	1
SH2D1A	ID_10905	1
SH2D1A	ID_10906	1
SPANXN5	ID_73436	1
SPANXN5	ID_73434	1
SPANXN5	ID_73435	1
SPANXN5	ID_73433	1
ADGRB2	ID_1575	1
ADGRB2	ID_1576	1
ADGRB2	ID_1573	1
ADGRB2	ID_1574	1
controlguide449	ID_76890	1
EPHB1	ID_5670	1
EPHB1	ID_5669	1
EPHB1	ID_5671	1
EPHB1	ID_5672	1
TMEM260	ID_40990	1
TMEM260	ID_40987	1
TMEM260	ID_40988	1
TMEM260	ID_40989	1
GPR153	ID_70769	1
GPR153	ID_70772	1
GPR153	ID_70770	1
GPR153	ID_70771	1
PLS1	ID_14209	1
PLS1	ID_14210	1
PLS1	ID_14211	1
PLS1	ID_14212	1
IRAK3	ID_30479	1
IRAK3	ID_30480	1
IRAK3	ID_30482	1
IRAK3	ID_30481	1
CD151	ID_2769	1
CD151	ID_2772	1
CD151	ID_2771	1
CD151	ID_2770	1
FKBP1A	ID_6345	1
FKBP1A	ID_6348	1
FKBP1A	ID_6347	1
FKBP1A	ID_6346	1
KIR2DL4	ID_10186	1
KIR2DL4	ID_10185	1
KIR2DL4	ID_10187	1
KIR2DL4	ID_10188	1
RPP25	ID_40976	1
RPP25	ID_40977	1
RPP25	ID_40978	1
RPP25	ID_40975	1
HOXB6	ID_8697	1
HOXB6	ID_8699	1
HOXB6	ID_8700	1
HOXB6	ID_8698	1
PLAC9	ID_65215	1
PLAC9	ID_65214	1
PLAC9	ID_65216	1
PLAC9	ID_65213	1
MAGEA5	ID_11013	1
MAGEA5	ID_11014	1
MAGEA5	ID_11015	1
MAGEA5	ID_11016	1
controlguide464	ID_76905	1
OR2AG1	ID_61276	1
OR2AG1	ID_61275	1
OR2AG1	ID_61273	1
OR2AG1	ID_61274	1
BCAS4	ID_42926	1
BCAS4	ID_42925	1
BCAS4	ID_42923	1
BCAS4	ID_42924	1
SLC9A5	ID_17599	1
SLC9A5	ID_17600	1
SLC9A5	ID_17598	1
SLC9A5	ID_17597	1
KRTAP13-4	ID_67994	1
KRTAP13-4	ID_67993	1
KRTAP13-4	ID_67996	1
KRTAP13-4	ID_67995	1
RTN4RL2	ID_70024	1
RTN4RL2	ID_70022	1
RTN4RL2	ID_70021	1
RTN4RL2	ID_70023	1
GPR52	ID_24413	1
GPR52	ID_24414	1
GPR52	ID_24416	1
GPR52	ID_24415	1
GCH1	ID_6980	1
GCH1	ID_6977	1
GCH1	ID_6979	1
GCH1	ID_6978	1
MSANTD2	ID_49627	1
MSANTD2	ID_49629	1
MSANTD2	ID_49628	1
MSANTD2	ID_49630	1
ZNF701	ID_43292	1
ZNF701	ID_43291	1
ZNF701	ID_43293	1
ZNF701	ID_43294	1
CLCC1	ID_31897	1
CLCC1	ID_31898	1
CLCC1	ID_31895	1
CLCC1	ID_31896	1
PSMA1	ID_15143	1
PSMA1	ID_15144	1
PSMA1	ID_15142	1
PSMA1	ID_15141	1
RTCA	ID_22506	1
RTCA	ID_22507	1
RTCA	ID_22508	1
RTCA	ID_22505	1
HCCS	ID_8228	1
HCCS	ID_8227	1
HCCS	ID_8225	1
HCCS	ID_8226	1
HPS6	ID_49991	1
HPS6	ID_49993	1
HPS6	ID_49992	1
HPS6	ID_49994	1
COQ3	ID_39500	1
COQ3	ID_39502	1
COQ3	ID_39499	1
COQ3	ID_39501	1
PHOSPHO2-KLHL23	ID_76046	1
PHOSPHO2-KLHL23	ID_76048	1
PHOSPHO2-KLHL23	ID_76049	1
PHOSPHO2-KLHL23	ID_76047	1
SART1	ID_23835	1
SART1	ID_23836	1
SART1	ID_23833	1
SART1	ID_23834	1
SLC39A9	ID_42364	1
SLC39A9	ID_42365	1
SLC39A9	ID_42363	1
SLC39A9	ID_42366	1
TIMP3	ID_19212	1
TIMP3	ID_19210	1
TIMP3	ID_19211	1
TIMP3	ID_19209	1
GPR33	ID_7597	1
GPR33	ID_7599	1
GPR33	ID_7598	1
GPR33	ID_7600	1
GTSE1	ID_38911	1
GTSE1	ID_38914	1
GTSE1	ID_38912	1
GTSE1	ID_38913	1
ZNF320	ID_63578	1
ZNF320	ID_63577	1
ZNF320	ID_63579	1
ZNF320	ID_63580	1
TEX101	ID_52304	1
TEX101	ID_52306	1
TEX101	ID_52305	1
TEX101	ID_52303	1
OMD	ID_13011	1
OMD	ID_13010	1
OMD	ID_13012	1
OMD	ID_13009	1
TLR10	ID_51914	1
TLR10	ID_51912	1
TLR10	ID_51913	1
TLR10	ID_51911	1
PHTF1	ID_29051	1
PHTF1	ID_29054	1
PHTF1	ID_29052	1
PHTF1	ID_29053	1
XDH	ID_20331	1
XDH	ID_20329	1
XDH	ID_20330	1
XDH	ID_20332	1
EFNA2	ID_5340	1
EFNA2	ID_5338	1
EFNA2	ID_5339	1
EFNA2	ID_5337	1
KCNU1	ID_63073	1
KCNU1	ID_63075	1
KCNU1	ID_63074	1
KCNU1	ID_63076	1
C11orf1	ID_48021	1
C11orf1	ID_48019	1
C11orf1	ID_48020	1
C11orf1	ID_48022	1
P2RY12	ID_48112	1
P2RY12	ID_48111	1
P2RY12	ID_48114	1
P2RY12	ID_48113	1
DAW1	ID_63798	1
DAW1	ID_63800	1
DAW1	ID_63797	1
DAW1	ID_63799	1
LAD1	ID_10437	1
LAD1	ID_10438	1
LAD1	ID_10439	1
LAD1	ID_10440	1
NR2E3	ID_26691	1
NR2E3	ID_26690	1
NR2E3	ID_26692	1
NR2E3	ID_26689	1
C7orf49	ID_48657	1
C7orf49	ID_48658	1
C7orf49	ID_48655	1
C7orf49	ID_48656	1
CAPN8	ID_71178	1
CAPN8	ID_71177	1
CAPN8	ID_71179	1
CAPN8	ID_71180	1
ZNF750	ID_49860	1
ZNF750	ID_49862	1
ZNF750	ID_49859	1
ZNF750	ID_49861	1
ATG4A	ID_57430	1
ATG4A	ID_57432	1
ATG4A	ID_57431	1
ATG4A	ID_57429	1
UBE2V1	ID_19881	1
UBE2V1	ID_19883	1
UBE2V1	ID_19884	1
UBE2V1	ID_19882	1
WFDC1	ID_46505	1
WFDC1	ID_46504	1
WFDC1	ID_46506	1
WFDC1	ID_46503	1
NPEPPS	ID_25087	1
NPEPPS	ID_25088	1
NPEPPS	ID_25086	1
NPEPPS	ID_25085	1
PSORS1C2	ID_64204	1
PSORS1C2	ID_64202	1
PSORS1C2	ID_64203	1
PSORS1C2	ID_64201	1
IGHMBP2	ID_9342	1
IGHMBP2	ID_9341	1
IGHMBP2	ID_9344	1
IGHMBP2	ID_9343	1
PRAP1	ID_58035	1
PRAP1	ID_58033	1
PRAP1	ID_58034	1
PRAP1	ID_58036	1
PJA2	ID_26242	1
PJA2	ID_26243	1
PJA2	ID_26244	1
PJA2	ID_26241	1
CPSF4L	ID_73725	1
CPSF4L	ID_73722	1
CPSF4L	ID_73724	1
CPSF4L	ID_73723	1
GRM3	ID_7796	1
GRM3	ID_7793	1
GRM3	ID_7795	1
GRM3	ID_7794	1
PROZ	ID_23214	1
PROZ	ID_23215	1
PROZ	ID_23213	1
PROZ	ID_23216	1
CHMP2B	ID_34248	1
CHMP2B	ID_34250	1
CHMP2B	ID_34249	1
CHMP2B	ID_34247	1
RNF103	ID_20982	1
RNF103	ID_20983	1
RNF103	ID_20981	1
RNF103	ID_20984	1
SLC9A3R1	ID_24624	1
SLC9A3R1	ID_24621	1
SLC9A3R1	ID_24622	1
SLC9A3R1	ID_24623	1
CORIN	ID_28945	1
CORIN	ID_28946	1
CORIN	ID_28944	1
CORIN	ID_28943	1
RTN4RL1	ID_61653	1
RTN4RL1	ID_61655	1
RTN4RL1	ID_61656	1
RTN4RL1	ID_61654	1
controlguide728	ID_77169	1
VWA3A	ID_61532	1
VWA3A	ID_61530	1
VWA3A	ID_61529	1
VWA3A	ID_61531	1
CD74	ID_2749	1
CD74	ID_2752	1
CD74	ID_2750	1
CD74	ID_2751	1
GABRG3	ID_6789	1
GABRG3	ID_6791	1
GABRG3	ID_6792	1
GABRG3	ID_6790	1
MTMR14	ID_47753	1
MTMR14	ID_47754	1
MTMR14	ID_47752	1
MTMR14	ID_47751	1
MAP3K19	ID_50729	1
MAP3K19	ID_50730	1
MAP3K19	ID_50727	1
MAP3K19	ID_50728	1
controlguide506	ID_76947	1
STX16	ID_22652	1
STX16	ID_22649	1
STX16	ID_22650	1
STX16	ID_22651	1
PALLD	ID_31486	1
PALLD	ID_31483	1
PALLD	ID_31484	1
PALLD	ID_31485	1
GNPDA1	ID_26710	1
GNPDA1	ID_26711	1
GNPDA1	ID_26709	1
GNPDA1	ID_26712	1
controlguide162	ID_76603	1
CSN2	ID_4058	1
CSN2	ID_4060	1
CSN2	ID_4059	1
CSN2	ID_4057	1
KRT12	ID_10349	1
KRT12	ID_10350	1
KRT12	ID_10352	1
KRT12	ID_10351	1
OR56A4	ID_58292	1
OR56A4	ID_58291	1
OR56A4	ID_58289	1
OR56A4	ID_58290	1
F2	ID_5939	1
F2	ID_5937	1
F2	ID_5938	1
F2	ID_5940	1
NEDD4	ID_12405	1
NEDD4	ID_12406	1
NEDD4	ID_12407	1
NEDD4	ID_12408	1
IQCD	ID_57569	1
IQCD	ID_57571	1
IQCD	ID_57572	1
IQCD	ID_57570	1
SLC35E3	ID_42573	1
SLC35E3	ID_42571	1
SLC35E3	ID_42572	1
SLC35E3	ID_42574	1
BBS9	ID_35849	1
BBS9	ID_35850	1
BBS9	ID_35847	1
BBS9	ID_35848	1
CCBE1	ID_61771	1
CCBE1	ID_61769	1
CCBE1	ID_61770	1
CCBE1	ID_61772	1
ZNF324	ID_33740	1
ZNF324	ID_33742	1
ZNF324	ID_33739	1
ZNF324	ID_33741	1
KIFC3	ID_10174	1
KIFC3	ID_10176	1
KIFC3	ID_10173	1
KIFC3	ID_10175	1
SFTA2	ID_71369	1
SFTA2	ID_71370	1
SFTA2	ID_71372	1
SFTA2	ID_71371	1
NIF3L1	ID_46909	1
NIF3L1	ID_46907	1
NIF3L1	ID_46910	1
NIF3L1	ID_46908	1
HRC	ID_8842	1
HRC	ID_8844	1
HRC	ID_8843	1
HRC	ID_8841	1
controlguide368	ID_76809	1
IFIH1	ID_47457	1
IFIH1	ID_47456	1
IFIH1	ID_47455	1
IFIH1	ID_47458	1
MAGEB3	ID_11050	1
MAGEB3	ID_11049	1
MAGEB3	ID_11052	1
MAGEB3	ID_11051	1
controlguide615	ID_77056	1
POLN	ID_70175	1
POLN	ID_70176	1
POLN	ID_70173	1
POLN	ID_70174	1
OR10J1	ID_35040	1
OR10J1	ID_35039	1
OR10J1	ID_35041	1
OR10J1	ID_35042	1
SLC13A3	ID_48163	1
SLC13A3	ID_48166	1
SLC13A3	ID_48164	1
SLC13A3	ID_48165	1
CHCHD3	ID_41021	1
CHCHD3	ID_41022	1
CHCHD3	ID_41020	1
CHCHD3	ID_41019	1
PPP1R3D	ID_14589	1
PPP1R3D	ID_14592	1
PPP1R3D	ID_14590	1
PPP1R3D	ID_14591	1
MT4	ID_53808	1
MT4	ID_53809	1
MT4	ID_53807	1
MT4	ID_53810	1
GP5	ID_7454	1
GP5	ID_7455	1
GP5	ID_7453	1
GP5	ID_7456	1
RYR2	ID_16703	1
RYR2	ID_16701	1
RYR2	ID_16702	1
RYR2	ID_16704	1
ARHGAP5	ID_1136	1
ARHGAP5	ID_1133	1
ARHGAP5	ID_1135	1
ARHGAP5	ID_1134	1
ARMCX2	ID_26092	1
ARMCX2	ID_26091	1
ARMCX2	ID_26090	1
ARMCX2	ID_26089	1
OR2A7	ID_72433	1
OR2A7	ID_72436	1
OR2A7	ID_72434	1
OR2A7	ID_72435	1
IGFBP6	ID_9329	1
IGFBP6	ID_9330	1
IGFBP6	ID_9331	1
IGFBP6	ID_9332	1
STEAP2	ID_67052	1
STEAP2	ID_67050	1
STEAP2	ID_67049	1
STEAP2	ID_67051	1
MYADML2	ID_66594	1
MYADML2	ID_66593	1
MYADML2	ID_66596	1
MYADML2	ID_66595	1
CLSPN	ID_47223	1
CLSPN	ID_47225	1
CLSPN	ID_47224	1
CLSPN	ID_47226	1
PPP4R2	ID_62587	1
PPP4R2	ID_62586	1
PPP4R2	ID_62588	1
PPP4R2	ID_62585	1
ADH4	ID_347	1
ADH4	ID_345	1
ADH4	ID_348	1
ADH4	ID_346	1
PYGL	ID_15614	1
PYGL	ID_15613	1
PYGL	ID_15616	1
PYGL	ID_15615	1
HABP2	ID_8144	1
HABP2	ID_8141	1
HABP2	ID_8142	1
HABP2	ID_8143	1
ENPEP	ID_5604	1
ENPEP	ID_5601	1
ENPEP	ID_5602	1
ENPEP	ID_5603	1
HOXD8	ID_8762	1
HOXD8	ID_8764	1
HOXD8	ID_8761	1
HOXD8	ID_8763	1
NHLRC3	ID_70907	1
NHLRC3	ID_70906	1
NHLRC3	ID_70908	1
NHLRC3	ID_70905	1
FXYD3	ID_14182	1
FXYD3	ID_14184	1
FXYD3	ID_14183	1
FXYD3	ID_14181	1
ITGA8	ID_22167	1
ITGA8	ID_22165	1
ITGA8	ID_22166	1
ITGA8	ID_22168	1
OR6M1	ID_71734	1
OR6M1	ID_71735	1
OR6M1	ID_71733	1
OR6M1	ID_71736	1
RPRD2	ID_32226	1
RPRD2	ID_32224	1
RPRD2	ID_32225	1
RPRD2	ID_32223	1
ARNT2	ID_26417	1
ARNT2	ID_26419	1
ARNT2	ID_26418	1
ARNT2	ID_26420	1
CAV3	ID_2396	1
CAV3	ID_2395	1
CAV3	ID_2394	1
CAV3	ID_2393	1
SLC9A2	ID_17589	1
SLC9A2	ID_17590	1
SLC9A2	ID_17592	1
SLC9A2	ID_17591	1
OR4N4	ID_67469	1
OR4N4	ID_67470	1
OR4N4	ID_67471	1
OR4N4	ID_67472	1
ENO2	ID_5593	1
ENO2	ID_5595	1
ENO2	ID_5594	1
ENO2	ID_5596	1
CREBL2	ID_3874	1
CREBL2	ID_3875	1
CREBL2	ID_3873	1
CREBL2	ID_3876	1
CATSPERB	ID_50048	1
CATSPERB	ID_50049	1
CATSPERB	ID_50050	1
CATSPERB	ID_50047	1
TMEM53	ID_49471	1
TMEM53	ID_49473	1
TMEM53	ID_49472	1
TMEM53	ID_49474	1
ASB2	ID_39283	1
ASB2	ID_39285	1
ASB2	ID_39286	1
ASB2	ID_39284	1
PGBD1	ID_53784	1
PGBD1	ID_53783	1
PGBD1	ID_53786	1
PGBD1	ID_53785	1
TMEM120A	ID_52555	1
TMEM120A	ID_52556	1
TMEM120A	ID_52558	1
TMEM120A	ID_52557	1
SMN2	ID_17786	1
SMN2	ID_17785	1
SMN2	ID_17787	1
SMN2	ID_17788	1
MMRN2	ID_50017	1
MMRN2	ID_50015	1
MMRN2	ID_50016	1
MMRN2	ID_50018	1
LRRC40	ID_42864	1
LRRC40	ID_42866	1
LRRC40	ID_42865	1
LRRC40	ID_42863	1
STOML2	ID_37161	1
STOML2	ID_37159	1
STOML2	ID_37160	1
STOML2	ID_37162	1
ANKRD16	ID_40150	1
ANKRD16	ID_40149	1
ANKRD16	ID_40147	1
ANKRD16	ID_40148	1
GBAS	ID_6935	1
GBAS	ID_6936	1
GBAS	ID_6933	1
GBAS	ID_6934	1
AIP	ID_23694	1
AIP	ID_23696	1
AIP	ID_23695	1
AIP	ID_23693	1
MAATS1	ID_55202	1
MAATS1	ID_55200	1
MAATS1	ID_55199	1
MAATS1	ID_55201	1
TM6SF2	ID_39552	1
TM6SF2	ID_39551	1
TM6SF2	ID_39554	1
TM6SF2	ID_39553	1
LTBP2	ID_10848	1
LTBP2	ID_10845	1
LTBP2	ID_10847	1
LTBP2	ID_10846	1
XCL1	ID_17056	1
XCL1	ID_17053	1
XCL1	ID_17054	1
XCL1	ID_17055	1
AIMP2	ID_21121	1
AIMP2	ID_21124	1
AIMP2	ID_21123	1
AIMP2	ID_21122	1
SFXN4	ID_58149	1
SFXN4	ID_58150	1
SFXN4	ID_58151	1
SFXN4	ID_58152	1
CERS4	ID_49368	1
CERS4	ID_49369	1
CERS4	ID_49370	1
CERS4	ID_49367	1
SRRM1	ID_27520	1
SRRM1	ID_27518	1
SRRM1	ID_27517	1
SRRM1	ID_27519	1
RFESD	ID_68519	1
RFESD	ID_68518	1
RFESD	ID_68517	1
RFESD	ID_68520	1
ZMAT4	ID_49671	1
ZMAT4	ID_49674	1
ZMAT4	ID_49672	1
ZMAT4	ID_49673	1
CCT6B	ID_28931	1
CCT6B	ID_28933	1
CCT6B	ID_28932	1
CCT6B	ID_28934	1
HIST1H4G	ID_21775	1
HIST1H4G	ID_21776	1
HIST1H4G	ID_21773	1
HIST1H4G	ID_21774	1
GALNT2	ID_6852	1
GALNT2	ID_6849	1
GALNT2	ID_6851	1
GALNT2	ID_6850	1
FOSB	ID_6552	1
FOSB	ID_6551	1
FOSB	ID_6550	1
FOSB	ID_6549	1
GSTA2	ID_7878	1
GSTA2	ID_7877	1
GSTA2	ID_7880	1
GSTA2	ID_7879	1
AGR2	ID_28456	1
AGR2	ID_28453	1
AGR2	ID_28455	1
AGR2	ID_28454	1
RDH16	ID_22426	1
RDH16	ID_22427	1
RDH16	ID_22425	1
RDH16	ID_22428	1
NCOA4	ID_21205	1
NCOA4	ID_21208	1
NCOA4	ID_21206	1
NCOA4	ID_21207	1
C1D	ID_28084	1
C1D	ID_28082	1
C1D	ID_28081	1
C1D	ID_28083	1
LCN2	ID_10538	1
LCN2	ID_10539	1
LCN2	ID_10537	1
LCN2	ID_10540	1
OPLAH	ID_35316	1
OPLAH	ID_35315	1
OPLAH	ID_35318	1
OPLAH	ID_35317	1
CCDC175	ID_74969	1
CCDC175	ID_74968	1
CCDC175	ID_74970	1
CCDC175	ID_74971	1
MCEMP1	ID_64551	1
MCEMP1	ID_64550	1
MCEMP1	ID_64552	1
MCEMP1	ID_64549	1
PCDH1	ID_13394	1
PCDH1	ID_13396	1
PCDH1	ID_13395	1
PCDH1	ID_13393	1
TBC1D3B	ID_72732	1
TBC1D3B	ID_72731	1
TBC1D3B	ID_72730	1
TBC1D3B	ID_72729	1
C1QTNF1	ID_57328	1
C1QTNF1	ID_57325	1
C1QTNF1	ID_57326	1
C1QTNF1	ID_57327	1
COL28A1	ID_69129	1
COL28A1	ID_69130	1
COL28A1	ID_69132	1
COL28A1	ID_69131	1
GYG1	ID_8030	1
GYG1	ID_8029	1
GYG1	ID_8032	1
GYG1	ID_8031	1
CHTF18	ID_47141	1
CHTF18	ID_47140	1
