Gene	sgRNA	eff
ABCC5	ID_26861	1
ABCC5	ID_26862	1
ABCC5	ID_26864	1
ABCC5	ID_26863	1
PWWP2A	ID_57277	1
PWWP2A	ID_57279	1
PWWP2A	ID_57278	1
PWWP2A	ID_57280	1
MGP	ID_11460	1
MGP	ID_11458	1
MGP	ID_11457	1
MGP	ID_11459	1
PRY2	ID_73282	1
PRY2	ID_73284	1
PRY2	ID_73283	1
PRY2	ID_73281	1
NABP1	ID_48202	1
NABP1	ID_48199	1
NABP1	ID_48200	1
NABP1	ID_48201	1
ERGIC2	ID_38376	1
ERGIC2	ID_38378	1
ERGIC2	ID_38375	1
ERGIC2	ID_38377	1
TRMT2B	ID_50513	1
TRMT2B	ID_50511	1
TRMT2B	ID_50514	1
TRMT2B	ID_50512	1
LGR6	ID_46819	1
LGR6	ID_46821	1
LGR6	ID_46822	1
LGR6	ID_46820	1
ABLIM3	ID_31118	1
ABLIM3	ID_31115	1
ABLIM3	ID_31117	1
ABLIM3	ID_31116	1
ZSCAN31	ID_47609	1
ZSCAN31	ID_47610	1
ZSCAN31	ID_47607	1
ZSCAN31	ID_47608	1
GUCY2D	ID_8061	1
GUCY2D	ID_8063	1
GUCY2D	ID_8062	1
GUCY2D	ID_8064	1
ZNF655	ID_48754	1
ZNF655	ID_48752	1
ZNF655	ID_48751	1
ZNF655	ID_48753	1
ORM2	ID_13124	1
ORM2	ID_13121	1
ORM2	ID_13123	1
ORM2	ID_13122	1
SLC35G3	ID_61694	1
SLC35G3	ID_61695	1
SLC35G3	ID_61693	1
SLC35G3	ID_61696	1
ZMAT2	ID_62792	1
ZMAT2	ID_62789	1
ZMAT2	ID_62790	1
ZMAT2	ID_62791	1
OR52N5	ID_71590	1
OR52N5	ID_71591	1
OR52N5	ID_71592	1
OR52N5	ID_71589	1
PDCD4	ID_35883	1
PDCD4	ID_35886	1
PDCD4	ID_35885	1
PDCD4	ID_35884	1
IFNG	ID_9265	1
IFNG	ID_9266	1
IFNG	ID_9268	1
IFNG	ID_9267	1
MRC1	ID_11734	1
MRC1	ID_11736	1
MRC1	ID_11733	1
MRC1	ID_11735	1
CCL22	ID_17027	1
CCL22	ID_17025	1
CCL22	ID_17026	1
CCL22	ID_17028	1
GNB2	ID_7351	1
GNB2	ID_7352	1
GNB2	ID_7350	1
GNB2	ID_7349	1
GJD2	ID_45384	1
GJD2	ID_45386	1
GJD2	ID_45385	1
GJD2	ID_45383	1
RASGEF1B	ID_62740	1
RASGEF1B	ID_62737	1
RASGEF1B	ID_62739	1
RASGEF1B	ID_62738	1
LDLR	ID_10566	1
LDLR	ID_10568	1
LDLR	ID_10565	1
LDLR	ID_10567	1
SDK2	ID_40218	1
SDK2	ID_40216	1
SDK2	ID_40217	1
SDK2	ID_40215	1
BLOC1S4	ID_42350	1
BLOC1S4	ID_42347	1
BLOC1S4	ID_42349	1
BLOC1S4	ID_42348	1
EZH2	ID_5934	1
EZH2	ID_5936	1
EZH2	ID_5933	1
EZH2	ID_5935	1
PCDHGB3	ID_43897	1
PCDHGB3	ID_43898	1
PCDHGB3	ID_43895	1
PCDHGB3	ID_43896	1
controlguide616	ID_77057	1
C3orf22	ID_62606	1
C3orf22	ID_62605	1
C3orf22	ID_62608	1
C3orf22	ID_62607	1
CDH4	ID_2844	1
CDH4	ID_2842	1
CDH4	ID_2841	1
CDH4	ID_2843	1
CNKSR3	ID_62853	1
CNKSR3	ID_62856	1
CNKSR3	ID_62854	1
CNKSR3	ID_62855	1
CCDC25	ID_42065	1
CCDC25	ID_42066	1
CCDC25	ID_42063	1
CCDC25	ID_42064	1
ZNF780A	ID_67741	1
ZNF780A	ID_67744	1
ZNF780A	ID_67743	1
ZNF780A	ID_67742	1
PIK3CB	ID_13973	1
PIK3CB	ID_13975	1
PIK3CB	ID_13974	1
PIK3CB	ID_13976	1
ZNF740	ID_67316	1
ZNF740	ID_67314	1
ZNF740	ID_67315	1
ZNF740	ID_67313	1
NUP210L	ID_55765	1
NUP210L	ID_55763	1
NUP210L	ID_55764	1
NUP210L	ID_55766	1
PMCH	ID_14248	1
PMCH	ID_14245	1
PMCH	ID_14247	1
PMCH	ID_14246	1
OMG	ID_13029	1
OMG	ID_13032	1
OMG	ID_13031	1
OMG	ID_13030	1
GHDC	ID_53710	1
GHDC	ID_53707	1
GHDC	ID_53708	1
GHDC	ID_53709	1
PROSER3	ID_61959	1
PROSER3	ID_61957	1
PROSER3	ID_61960	1
PROSER3	ID_61958	1
RFX5	ID_16080	1
RFX5	ID_16077	1
RFX5	ID_16079	1
RFX5	ID_16078	1
ADGRE1	ID_5558	1
ADGRE1	ID_5560	1
ADGRE1	ID_5557	1
ADGRE1	ID_5559	1
SLC30A3	ID_20895	1
SLC30A3	ID_20893	1
SLC30A3	ID_20894	1
SLC30A3	ID_20896	1
KCNE3	ID_26713	1
KCNE3	ID_26715	1
KCNE3	ID_26716	1
KCNE3	ID_26714	1
SOX17	ID_47623	1
SOX17	ID_47624	1
SOX17	ID_47626	1
SOX17	ID_47625	1
PLEKHA8	ID_54114	1
PLEKHA8	ID_54112	1
PLEKHA8	ID_54113	1
PLEKHA8	ID_54111	1
EDDM3A	ID_29396	1
EDDM3A	ID_29397	1
EDDM3A	ID_29398	1
EDDM3A	ID_29395	1
C1orf226	ID_72273	1
C1orf226	ID_72275	1
C1orf226	ID_72274	1
C1orf226	ID_72276	1
controlguide635	ID_77076	1
DUSP15	ID_59619	1
DUSP15	ID_59618	1
DUSP15	ID_59617	1
DUSP15	ID_59620	1
ETV3L	ID_72991	1
ETV3L	ID_72992	1
ETV3L	ID_72989	1
ETV3L	ID_72990	1
CCDC74B	ID_55835	1
CCDC74B	ID_55833	1
CCDC74B	ID_55834	1
CCDC74B	ID_55836	1
OR2D2	ID_58282	1
OR2D2	ID_58283	1
OR2D2	ID_58284	1
OR2D2	ID_58281	1
ACYP1	ID_247	1
ACYP1	ID_245	1
ACYP1	ID_248	1
ACYP1	ID_246	1
PRDM10	ID_44761	1
PRDM10	ID_44760	1
PRDM10	ID_44759	1
PRDM10	ID_44762	1
PEF1	ID_73556	1
PEF1	ID_73555	1
PEF1	ID_73554	1
PEF1	ID_73557	1
MKRN1	ID_33305	1
MKRN1	ID_33306	1
MKRN1	ID_33304	1
MKRN1	ID_33303	1
TCF4	ID_18813	1
TCF4	ID_18814	1
TCF4	ID_18815	1
TCF4	ID_18816	1
EPYC	ID_5106	1
EPYC	ID_5107	1
EPYC	ID_5108	1
EPYC	ID_5105	1
C16orf52	ID_75041	1
C16orf52	ID_75040	1
C16orf52	ID_75043	1
C16orf52	ID_75042	1
controlguide169	ID_76610	1
ASCL1	ID_1238	1
ASCL1	ID_1237	1
ASCL1	ID_1240	1
ASCL1	ID_1239	1
FCGR2B	ID_6158	1
FCGR2B	ID_6160	1
FCGR2B	ID_6157	1
FCGR2B	ID_6159	1
KLF12	ID_30686	1
KLF12	ID_30684	1
KLF12	ID_30685	1
KLF12	ID_30683	1
ATP6V0E2	ID_62970	1
ATP6V0E2	ID_62969	1
ATP6V0E2	ID_62972	1
ATP6V0E2	ID_62971	1
OAS3	ID_12968	1
OAS3	ID_12967	1
OAS3	ID_12966	1
OAS3	ID_12965	1
FYN	ID_6685	1
FYN	ID_6686	1
FYN	ID_6688	1
FYN	ID_6687	1
TSSK3	ID_51846	1
TSSK3	ID_51844	1
TSSK3	ID_51843	1
TSSK3	ID_51845	1
ZRANB2	ID_24739	1
ZRANB2	ID_24740	1
ZRANB2	ID_24737	1
ZRANB2	ID_24738	1
TCEAL1	ID_24532	1
TCEAL1	ID_24531	1
TCEAL1	ID_24530	1
TCEAL1	ID_24529	1
OR11H1	ID_51513	1
OR11H1	ID_51511	1
OR11H1	ID_51514	1
OR11H1	ID_51512	1
WNT2	ID_20263	1
WNT2	ID_20261	1
WNT2	ID_20262	1
WNT2	ID_20264	1
SFRP4	ID_17183	1
SFRP4	ID_17181	1
SFRP4	ID_17182	1
SFRP4	ID_17184	1
TM4SF5	ID_23644	1
TM4SF5	ID_23641	1
TM4SF5	ID_23643	1
TM4SF5	ID_23642	1
LDAH	ID_46939	1
LDAH	ID_46940	1
LDAH	ID_46942	1
LDAH	ID_46941	1
DFFA	ID_4716	1
DFFA	ID_4715	1
DFFA	ID_4713	1
DFFA	ID_4714	1
ARCN1	ID_1062	1
ARCN1	ID_1064	1
ARCN1	ID_1063	1
ARCN1	ID_1061	1
PIGO	ID_54103	1
PIGO	ID_54105	1
PIGO	ID_54106	1
PIGO	ID_54104	1
CHODL	ID_60841	1
CHODL	ID_60842	1
CHODL	ID_60844	1
CHODL	ID_60843	1
GAL3ST2	ID_47336	1
GAL3ST2	ID_47337	1
GAL3ST2	ID_47338	1
GAL3ST2	ID_47335	1
ZNF669	ID_50176	1
ZNF669	ID_50177	1
ZNF669	ID_50178	1
ZNF669	ID_50175	1
DTX3	ID_64407	1
DTX3	ID_64405	1
DTX3	ID_64408	1
DTX3	ID_64406	1
SEC61A2	ID_41818	1
SEC61A2	ID_41816	1
SEC61A2	ID_41815	1
SEC61A2	ID_41817	1
CRHR2	ID_3893	1
CRHR2	ID_3894	1
CRHR2	ID_3895	1
CRHR2	ID_3896	1
SMIM22	ID_72924	1
SMIM22	ID_72921	1
SMIM22	ID_72922	1
SMIM22	ID_72923	1
NAALAD2	ID_26693	1
NAALAD2	ID_26694	1
NAALAD2	ID_26696	1
NAALAD2	ID_26695	1
ANK1	ID_796	1
ANK1	ID_795	1
ANK1	ID_794	1
ANK1	ID_793	1
CYTH4	ID_35638	1
CYTH4	ID_35635	1
CYTH4	ID_35636	1
CYTH4	ID_35637	1
ALDH6A1	ID_11647	1
ALDH6A1	ID_11645	1
ALDH6A1	ID_11648	1
ALDH6A1	ID_11646	1
KLHL42	ID_45788	1
KLHL42	ID_45790	1
KLHL42	ID_45789	1
KLHL42	ID_45787	1
VPS53	ID_42160	1
VPS53	ID_42159	1
VPS53	ID_42162	1
VPS53	ID_42161	1
CHST13	ID_63869	1
CHST13	ID_63872	1
CHST13	ID_63871	1
CHST13	ID_63870	1
RBAK	ID_46381	1
RBAK	ID_46382	1
RBAK	ID_46380	1
RBAK	ID_46379	1
ZWINT	ID_30207	1
ZWINT	ID_30209	1
ZWINT	ID_30208	1
ZWINT	ID_30210	1
APOBEC1	ID_960	1
APOBEC1	ID_957	1
APOBEC1	ID_958	1
APOBEC1	ID_959	1
C1orf61	ID_28249	1
C1orf61	ID_28251	1
C1orf61	ID_28250	1
C1orf61	ID_28252	1
SPPL2C	ID_63545	1
SPPL2C	ID_63548	1
SPPL2C	ID_63546	1
SPPL2C	ID_63547	1
TNMD	ID_47378	1
TNMD	ID_47376	1
TNMD	ID_47377	1
TNMD	ID_47375	1
TMEM127	ID_42930	1
TMEM127	ID_42929	1
TMEM127	ID_42927	1
TMEM127	ID_42928	1
WSB1	ID_34595	1
WSB1	ID_34597	1
WSB1	ID_34596	1
WSB1	ID_34598	1
MS4A14	ID_54036	1
MS4A14	ID_54035	1
MS4A14	ID_54037	1
MS4A14	ID_54038	1
HTR3D	ID_64785	1
HTR3D	ID_64787	1
HTR3D	ID_64788	1
HTR3D	ID_64786	1
controlguide672	ID_77113	1
SLC5A3	ID_17506	1
SLC5A3	ID_17508	1
SLC5A3	ID_17505	1
SLC5A3	ID_17507	1
MMP2	ID_11591	1
MMP2	ID_11590	1
MMP2	ID_11589	1
MMP2	ID_11592	1
controlguide215	ID_76656	1
CH17-360D5.1	ID_76279	1
CH17-360D5.1	ID_76281	1
CH17-360D5.1	ID_76278	1
CH17-360D5.1	ID_76280	1
MYOF	ID_35088	1
MYOF	ID_35090	1
MYOF	ID_35089	1
MYOF	ID_35087	1
PITPNM2	ID_45997	1
PITPNM2	ID_45996	1
PITPNM2	ID_45995	1
PITPNM2	ID_45998	1
PALM2-AKAP2	ID_73327	1
PALM2-AKAP2	ID_73326	1
PALM2-AKAP2	ID_73325	1
PALM2-AKAP2	ID_73328	1
SLC3A1	ID_17478	1
SLC3A1	ID_17479	1
SLC3A1	ID_17480	1
SLC3A1	ID_17477	1
KDM1B	ID_65849	1
KDM1B	ID_65850	1
KDM1B	ID_65852	1
KDM1B	ID_65851	1
HNRNPA1	ID_8573	1
HNRNPA1	ID_8576	1
HNRNPA1	ID_8575	1
HNRNPA1	ID_8574	1
FAM26E	ID_66433	1
FAM26E	ID_66436	1
FAM26E	ID_66435	1
FAM26E	ID_66434	1
CMIP	ID_51372	1
CMIP	ID_51371	1
CMIP	ID_51373	1
CMIP	ID_51374	1
ARSH	ID_69845	1
ARSH	ID_69847	1
ARSH	ID_69848	1
ARSH	ID_69846	1
CASD1	ID_48249	1
CASD1	ID_48250	1
CASD1	ID_48247	1
CASD1	ID_48248	1
ZNF311	ID_67154	1
ZNF311	ID_67153	1
ZNF311	ID_67155	1
ZNF311	ID_67156	1
CATSPER1	ID_57885	1
CATSPER1	ID_57888	1
CATSPER1	ID_57886	1
CATSPER1	ID_57887	1
TMEM43	ID_49111	1
TMEM43	ID_49114	1
TMEM43	ID_49113	1
TMEM43	ID_49112	1
POU3F1	ID_14450	1
POU3F1	ID_14451	1
POU3F1	ID_14452	1
POU3F1	ID_14449	1
C6orf106	ID_48007	1
C6orf106	ID_48009	1
C6orf106	ID_48008	1
C6orf106	ID_48010	1
OSBPL11	ID_57322	1
OSBPL11	ID_57321	1
OSBPL11	ID_57323	1
OSBPL11	ID_57324	1
USP33	ID_31521	1
USP33	ID_31522	1
USP33	ID_31520	1
USP33	ID_31519	1
CCDC185	ID_63754	1
CCDC185	ID_63753	1
CCDC185	ID_63756	1
CCDC185	ID_63755	1
UBR3	ID_59817	1
UBR3	ID_59820	1
UBR3	ID_59818	1
UBR3	ID_59819	1
TLR4	ID_19285	1
TLR4	ID_19288	1
TLR4	ID_19286	1
TLR4	ID_19287	1
SLC26A4	ID_13636	1
SLC26A4	ID_13633	1
SLC26A4	ID_13634	1
SLC26A4	ID_13635	1
SPI1	ID_18057	1
SPI1	ID_18060	1
SPI1	ID_18059	1
SPI1	ID_18058	1
PQLC1	ID_50788	1
PQLC1	ID_50789	1
PQLC1	ID_50790	1
PQLC1	ID_50787	1
OR4F16	ID_51564	1
OR4F16	ID_51566	1
OR4F16	ID_51563	1
OR4F16	ID_51565	1
NLRP5	ID_59065	1
NLRP5	ID_59067	1
NLRP5	ID_59066	1
NLRP5	ID_59068	1
NODAL	ID_12686	1
NODAL	ID_12688	1
NODAL	ID_12687	1
NODAL	ID_12685	1
APMAP	ID_45091	1
APMAP	ID_45094	1
APMAP	ID_45092	1
APMAP	ID_45093	1
MMP13	ID_11622	1
MMP13	ID_11621	1
MMP13	ID_11624	1
MMP13	ID_11623	1
LGALS9	ID_10620	1
LGALS9	ID_10617	1
LGALS9	ID_10618	1
LGALS9	ID_10619	1
ANXA2R	ID_71345	1
ANXA2R	ID_71346	1
ANXA2R	ID_71348	1
ANXA2R	ID_71347	1
TDRP	ID_63039	1
TDRP	ID_63040	1
TDRP	ID_63037	1
TDRP	ID_63038	1
KAZN	ID_32245	1
KAZN	ID_32246	1
KAZN	ID_32244	1
KAZN	ID_32243	1
CIART	ID_62037	1
CIART	ID_62039	1
CIART	ID_62040	1
CIART	ID_62038	1
LDOC1L	ID_53210	1
LDOC1L	ID_53207	1
LDOC1L	ID_53208	1
LDOC1L	ID_53209	1
RIMKLA	ID_67975	1
RIMKLA	ID_67974	1
RIMKLA	ID_67973	1
RIMKLA	ID_67976	1
RAD23A	ID_15730	1
RAD23A	ID_15729	1
RAD23A	ID_15731	1
RAD23A	ID_15732	1
GSPT2	ID_33483	1
GSPT2	ID_33486	1
GSPT2	ID_33484	1
GSPT2	ID_33485	1
CENPQ	ID_41779	1
CENPQ	ID_41782	1
CENPQ	ID_41780	1
CENPQ	ID_41781	1
TAT	ID_18723	1
TAT	ID_18722	1
TAT	ID_18724	1
TAT	ID_18721	1
OR4N2	ID_71769	1
OR4N2	ID_71770	1
OR4N2	ID_71771	1
OR4N2	ID_71772	1
CD247	ID_2565	1
CD247	ID_2568	1
CD247	ID_2567	1
CD247	ID_2566	1
EXO1	ID_24049	1
EXO1	ID_24050	1
EXO1	ID_24051	1
EXO1	ID_24052	1
NFKB1	ID_12537	1
NFKB1	ID_12538	1
NFKB1	ID_12539	1
NFKB1	ID_12540	1
IL4	ID_9419	1
IL4	ID_9417	1
IL4	ID_9420	1
IL4	ID_9418	1
MSLN	ID_27447	1
MSLN	ID_27448	1
MSLN	ID_27446	1
MSLN	ID_27445	1
ZNF200	ID_20808	1
ZNF200	ID_20806	1
ZNF200	ID_20807	1
ZNF200	ID_20805	1
controlguide396	ID_76837	1
ABTB2	ID_33878	1
ABTB2	ID_33875	1
ABTB2	ID_33876	1
ABTB2	ID_33877	1
DENND6B	ID_72790	1
DENND6B	ID_72789	1
DENND6B	ID_72791	1
DENND6B	ID_72792	1
DUOX1	ID_39682	1
DUOX1	ID_39679	1
DUOX1	ID_39681	1
DUOX1	ID_39680	1
OR5M3	ID_65285	1
OR5M3	ID_65288	1
OR5M3	ID_65286	1
OR5M3	ID_65287	1
CHST3	ID_24930	1
CHST3	ID_24929	1
CHST3	ID_24932	1
CHST3	ID_24931	1
BOK	ID_1837	1
BOK	ID_1838	1
BOK	ID_1840	1
BOK	ID_1839	1
ADM2	ID_50373	1
ADM2	ID_50371	1
ADM2	ID_50372	1
ADM2	ID_50374	1
ABCD1	ID_600	1
ABCD1	ID_597	1
ABCD1	ID_599	1
ABCD1	ID_598	1
GUCY1A3	ID_8008	1
GUCY1A3	ID_8007	1
GUCY1A3	ID_8005	1
GUCY1A3	ID_8006	1
ACSL6	ID_32397	1
ACSL6	ID_32396	1
ACSL6	ID_32395	1
ACSL6	ID_32398	1
MTERF3	ID_37489	1
MTERF3	ID_37487	1
MTERF3	ID_37490	1
MTERF3	ID_37488	1
C17orf47	ID_67626	1
C17orf47	ID_67628	1
C17orf47	ID_67625	1
C17orf47	ID_67627	1
PLP2	ID_14203	1
PLP2	ID_14202	1
PLP2	ID_14204	1
PLP2	ID_14201	1
ACPT	ID_56581	1
ACPT	ID_56583	1
ACPT	ID_56584	1
ACPT	ID_56582	1
TRIM7	ID_51891	1
TRIM7	ID_51893	1
TRIM7	ID_51894	1
TRIM7	ID_51892	1
IQCA1	ID_49920	1
IQCA1	ID_49922	1
IQCA1	ID_49919	1
IQCA1	ID_49921	1
AP1G2	ID_23366	1
AP1G2	ID_23368	1
AP1G2	ID_23365	1
AP1G2	ID_23367	1
PSG11	ID_15135	1
PSG11	ID_15133	1
PSG11	ID_15134	1
PSG11	ID_15136	1
HERC3	ID_23405	1
HERC3	ID_23408	1
HERC3	ID_23407	1
HERC3	ID_23406	1
SERGEF	ID_34977	1
SERGEF	ID_34975	1
SERGEF	ID_34978	1
SERGEF	ID_34976	1
UPF3B	ID_48423	1
UPF3B	ID_48425	1
UPF3B	ID_48426	1
UPF3B	ID_48424	1
CREB3L3	ID_54071	1
CREB3L3	ID_54073	1
CREB3L3	ID_54072	1
CREB3L3	ID_54074	1
TRH	ID_19573	1
TRH	ID_19575	1
TRH	ID_19576	1
TRH	ID_19574	1
DEFA1	ID_4678	1
DEFA1	ID_4679	1
DEFA1	ID_4680	1
DEFA1	ID_4677	1
CARD8	ID_31166	1
CARD8	ID_31165	1
CARD8	ID_31164	1
CARD8	ID_31163	1
PEX11A	ID_23017	1
PEX11A	ID_23019	1
PEX11A	ID_23020	1
PEX11A	ID_23018	1
GHRHR	ID_7123	1
GHRHR	ID_7121	1
GHRHR	ID_7122	1
GHRHR	ID_7124	1
CXCR3	ID_7521	1
CXCR3	ID_7522	1
CXCR3	ID_7524	1
CXCR3	ID_7523	1
GNG4	ID_7361	1
GNG4	ID_7364	1
GNG4	ID_7363	1
GNG4	ID_7362	1
controlguide817	ID_77258	1
ZNF135	ID_20674	1
ZNF135	ID_20676	1
ZNF135	ID_20675	1
ZNF135	ID_20673	1
RILPL2	ID_64393	1
RILPL2	ID_64394	1
RILPL2	ID_64396	1
RILPL2	ID_64395	1
ANKRD46	ID_63016	1
ANKRD46	ID_63013	1
ANKRD46	ID_63015	1
ANKRD46	ID_63014	1
AADAC	ID_23	1
AADAC	ID_22	1
AADAC	ID_24	1
AADAC	ID_21	1
TBC1D8	ID_30235	1
TBC1D8	ID_30237	1
TBC1D8	ID_30236	1
TBC1D8	ID_30238	1
PACSIN1	ID_37001	1
PACSIN1	ID_37002	1
PACSIN1	ID_37000	1
PACSIN1	ID_36999	1
VN1R4	ID_68527	1
VN1R4	ID_68528	1
VN1R4	ID_68525	1
VN1R4	ID_68526	1
TRIQK	ID_68370	1
TRIQK	ID_68369	1
TRIQK	ID_68372	1
TRIQK	ID_68371	1
CCDC36	ID_69033	1
CCDC36	ID_69034	1
CCDC36	ID_69036	1
CCDC36	ID_69035	1
SLC6A1	ID_17517	1
SLC6A1	ID_17520	1
SLC6A1	ID_17518	1
SLC6A1	ID_17519	1
OR51T1	ID_72501	1
OR51T1	ID_72503	1
OR51T1	ID_72502	1
OR51T1	ID_72504	1
C12orf66	ID_61354	1
C12orf66	ID_61353	1
C12orf66	ID_61355	1
C12orf66	ID_61356	1
TRPC7	ID_45015	1
TRPC7	ID_45017	1
TRPC7	ID_45018	1
TRPC7	ID_45016	1
GPR83	ID_29442	1
GPR83	ID_29439	1
GPR83	ID_29441	1
GPR83	ID_29440	1
PRRG3	ID_48825	1
PRRG3	ID_48823	1
PRRG3	ID_48826	1
PRRG3	ID_48824	1
TMEM218	ID_65394	1
TMEM218	ID_65396	1
TMEM218	ID_65393	1
TMEM218	ID_65395	1
PNLIP	ID_14294	1
PNLIP	ID_14293	1
PNLIP	ID_14296	1
PNLIP	ID_14295	1
SYT16	ID_52517	1
SYT16	ID_52515	1
SYT16	ID_52518	1
SYT16	ID_52516	1
GJA5	ID_7155	1
GJA5	ID_7153	1
GJA5	ID_7156	1
GJA5	ID_7154	1
controlguide24	ID_76465	1
DDAH2	ID_33190	1
DDAH2	ID_33188	1
DDAH2	ID_33187	1
DDAH2	ID_33189	1
Dec-01	ID_37241	1
Dec-01	ID_37240	1
Dec-01	ID_37242	1
Dec-01	ID_37239	1
CHI3L1	ID_3158	1
CHI3L1	ID_3157	1
CHI3L1	ID_3159	1
CHI3L1	ID_3160	1
KDM8	ID_50080	1
KDM8	ID_50079	1
KDM8	ID_50082	1
KDM8	ID_50081	1
LOC100129083	ID_75179	1
LOC100129083	ID_75176	1
LOC100129083	ID_75177	1
LOC100129083	ID_75178	1
LEP	ID_10574	1
LEP	ID_10573	1
LEP	ID_10575	1
LEP	ID_10576	1
ISG20	ID_9731	1
ISG20	ID_9730	1
ISG20	ID_9729	1
ISG20	ID_9732	1
MEA1	ID_11305	1
MEA1	ID_11306	1
MEA1	ID_11308	1
MEA1	ID_11307	1
MEOX2	ID_11370	1
MEOX2	ID_11372	1
MEOX2	ID_11369	1
MEOX2	ID_11371	1
IFT74	ID_50837	1
IFT74	ID_50836	1
IFT74	ID_50838	1
IFT74	ID_50835	1
WDR61	ID_51203	1
WDR61	ID_51206	1
WDR61	ID_51205	1
WDR61	ID_51204	1
TMUB1	ID_52242	1
TMUB1	ID_52241	1
TMUB1	ID_52239	1
TMUB1	ID_52240	1
KIAA1109	ID_53020	1
KIAA1109	ID_53021	1
KIAA1109	ID_53019	1
KIAA1109	ID_53022	1
NT5DC2	ID_48278	1
NT5DC2	ID_48275	1
NT5DC2	ID_48276	1
NT5DC2	ID_48277	1
controlguide330	ID_76771	1
CRKL	ID_3912	1
CRKL	ID_3909	1
CRKL	ID_3910	1
CRKL	ID_3911	1
PSORS1C1	ID_64199	1
PSORS1C1	ID_64198	1
PSORS1C1	ID_64197	1
PSORS1C1	ID_64200	1
L3MBTL2	ID_52467	1
L3MBTL2	ID_52470	1
L3MBTL2	ID_52469	1
L3MBTL2	ID_52468	1
ESRRB	ID_5813	1
ESRRB	ID_5815	1
ESRRB	ID_5814	1
ESRRB	ID_5816	1
MAPK10	ID_14915	1
MAPK10	ID_14913	1
MAPK10	ID_14914	1
MAPK10	ID_14916	1
IGFL4	ID_73296	1
IGFL4	ID_73293	1
IGFL4	ID_73295	1
IGFL4	ID_73294	1
OR6C4	ID_69330	1
OR6C4	ID_69329	1
OR6C4	ID_69331	1
OR6C4	ID_69332	1
FGG	ID_6310	1
FGG	ID_6309	1
FGG	ID_6311	1
FGG	ID_6312	1
controlguide924	ID_77365	1
EDA	ID_5262	1
EDA	ID_5263	1
EDA	ID_5261	1
EDA	ID_5264	1
SERPINA3	ID_18	1
SERPINA3	ID_17	1
SERPINA3	ID_19	1
SERPINA3	ID_20	1
TIMM10B	ID_35100	1
TIMM10B	ID_35101	1
TIMM10B	ID_35099	1
TIMM10B	ID_35102	1
CRH	ID_3881	1
CRH	ID_3882	1
CRH	ID_3883	1
CRH	ID_3884	1
MRPL13	ID_36337	1
MRPL13	ID_36338	1
MRPL13	ID_36335	1
MRPL13	ID_36336	1
C19orf81	ID_69454	1
C19orf81	ID_69456	1
C19orf81	ID_69455	1
C19orf81	ID_69453	1
SLC6A14	ID_30613	1
SLC6A14	ID_30612	1
SLC6A14	ID_30614	1
SLC6A14	ID_30611	1
DNAH8	ID_4889	1
DNAH8	ID_4891	1
DNAH8	ID_4890	1
DNAH8	ID_4892	1
MSL2	ID_41786	1
MSL2	ID_41783	1
MSL2	ID_41785	1
MSL2	ID_41784	1
PRDX5	ID_33820	1
PRDX5	ID_33819	1
PRDX5	ID_33822	1
PRDX5	ID_33821	1
FCHO1	ID_31876	1
FCHO1	ID_31875	1
FCHO1	ID_31878	1
FCHO1	ID_31877	1
SLC9B1	ID_62263	1
SLC9B1	ID_62264	1
SLC9B1	ID_62261	1
SLC9B1	ID_62262	1
OR4K17	ID_71784	1
OR4K17	ID_71781	1
OR4K17	ID_71783	1
OR4K17	ID_71782	1
NKD2	ID_54887	1
NKD2	ID_54888	1
NKD2	ID_54889	1
NKD2	ID_54890	1
SIRT1	ID_32735	1
SIRT1	ID_32736	1
SIRT1	ID_32737	1
SIRT1	ID_32738	1
TMEM14A	ID_36280	1
TMEM14A	ID_36281	1
TMEM14A	ID_36282	1
TMEM14A	ID_36279	1
PLRG1	ID_14205	1
PLRG1	ID_14207	1
PLRG1	ID_14206	1
PLRG1	ID_14208	1
WDR17	ID_57850	1
WDR17	ID_57852	1
WDR17	ID_57851	1
WDR17	ID_57849	1
TMPRSS13	ID_52770	1
TMPRSS13	ID_52767	1
TMPRSS13	ID_52768	1
TMPRSS13	ID_52769	1
GSG1	ID_52104	1
GSG1	ID_52106	1
GSG1	ID_52103	1
GSG1	ID_52105	1
FOXO4	ID_11569	1
FOXO4	ID_11570	1
FOXO4	ID_11571	1
FOXO4	ID_11572	1
BRWD1	ID_39726	1
BRWD1	ID_39723	1
BRWD1	ID_39725	1
BRWD1	ID_39724	1
PTGFR	ID_15344	1
PTGFR	ID_15341	1
PTGFR	ID_15343	1
PTGFR	ID_15342	1
SYNPR	ID_60038	1
SYNPR	ID_60037	1
SYNPR	ID_60039	1
SYNPR	ID_60040	1
RNF224	ID_73809	1
RNF224	ID_73807	1
RNF224	ID_73806	1
RNF224	ID_73808	1
LDB2	ID_23791	1
LDB2	ID_23789	1
LDB2	ID_23792	1
LDB2	ID_23790	1
PXDN	ID_20971	1
PXDN	ID_20972	1
PXDN	ID_20969	1
PXDN	ID_20970	1
BACH2	ID_46873	1
BACH2	ID_46872	1
BACH2	ID_46874	1
BACH2	ID_46871	1
PLSCR2	ID_44889	1
PLSCR2	ID_44887	1
PLSCR2	ID_44890	1
PLSCR2	ID_44888	1
SLC35G1	ID_63289	1
SLC35G1	ID_63290	1
SLC35G1	ID_63292	1
SLC35G1	ID_63291	1
