Name,Smiles,Unaligned Pharm. Score,rmsd,Binding Affinity Score,Pharm. Score
ZINC78790089,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)Nc3cn(nc3)CCC,65.93,1.0644349,-8.43,55.09
ZINC02411295,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccccc3)C4)NC(=O)C(C)C)C,-1.0,1.0550557,-12.77,55.08
ZINC73691213,O(c1nc(nc(c1)C)Nc2cc(ccc2)CC)Cc4cc3OCOc3cc4,-1.0,1.0718757,-27.03,55.08
ZINC72452641,Clc5c(Nc4nc(c3nnc1n(nc(n1)c2ccncc2)c3C)ccn4)ccc(Cl)c5,-1.0,1.0588851,-9.87,55.07
ZINC72383938,O=C(N3CC(Cc2ncnc(Nc1nc(ccc1)C)c2)CCC3)CCOC,-1.0,0.8604038,-13.85,55.07
ZINC02642501,S(c1nnc(n1C)c2ccccc2)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,1.0838252,-10.06,55.05
ZINC20776342,Fc4c(OC)ccc(c1nc(nnc1)NCCCn2ncc3c2cccc3)c4,-1.0,1.0506157,-15.98,55.05
ZINC72377863,FC(F)(F)c1c(nccc1)Nc2nc(ccn2)C4CN(C(=O)C3CCC3)CCC4,-1.0,0.9376403,-29.14,55.04
ZINC02914162,Clc1ccc(cc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,0.9404826,-18.22,55.02
ZINC39591183,O(c4c(O)ccc(c2nc1nc([nH]c1c(c2)C(=O)O)c3ccc(OC)cc3)c4)C,-1.0,0.87944376,-16.95,54.97
ZINC73691213,O(c1nc(nc(c1)C)Nc2cc(ccc2)CC)Cc4cc3OCOc3cc4,-1.0,1.0864152,-27.07,54.97
ZINC09465710,Brc4c(c3nnc(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3N)cccc4,-1.0,1.084688,-12.63,54.96
ZINC73691213,O(c1nc(nc(c1)C)Nc2cc(ccc2)CC)Cc4cc3OCOc3cc4,-1.0,1.0864145,-27.15,54.95
ZINC73691185,O(c1nc(nc(c1)C)Nc2cc(c(cc2)C)C)Cc4cc3OCOc3cc4,-1.0,1.0865617,-24.91,54.94
ZINC40867436,O=C(O)c1cc(ccc1)C3n2ncnc2NC(=C3C(=O)OCC)C,-1.0,1.1436936,-11.58,54.94
ZINC02914251,Brc1ccc(cc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,0.94053715,-18.36,54.93
ZINC02192281,ClC(F)(F)Oc2ccc(Nc1nc(OCC(F)(F)F)nc(n1)NCCCC)cc2,95.89,0.79996026,-22.84,54.92
ZINC39591037,O(c4c(O)ccc(c2nc1nc([nH]c1c(c2)C(=O)O)c3ccccc3)c4)CC,-1.0,0.8794657,-16.46,54.92
ZINC78791737,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC4CC(C3CC3)CCC4,65.89,1.1253191,-11.14,54.92
ZINC78789884,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCc3ccccc3,66.05,1.0110224,-12.47,54.92
ZINC92071110,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(N(C)C)CC3,65.74,1.0980976,-13.75,54.92
ZINC92071110,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(N(C)C)CC3,65.9,1.0910037,-3.3,54.92
ZINC78791720,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(CCC3)CC,65.74,1.1318278,-15.26,54.92
ZINC78789806,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(CCC3)C,65.74,1.1318284,-13.57,54.92
ZINC78791503,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCCCC,66.05,1.0118549,-9.74,54.92
ZINC06039264,S(c1nnc(n1C)c2c(cccc2)C)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,1.0840355,-11.86,54.91
ZINC09221789,Clc4c(c3nnc(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3C)cccc4,-1.0,1.08384,-13.85,54.89
ZINC05005451,Clc1c(cccc1)CNc2[n+](O)n(nc2[N+](=O)O)c3ccc(OC)cc3,66.13,0.92668927,-9.84,54.72
ZINC12590503,Fc3c(OC)ccc(c1nc(nnc1)NCC2CN(CCOC)CCC2)c3,55.84,0.99019283,-13.43,47.49
ZINC95080280,O=C(O)c4ccc(c1nc(ncc1)Nc3ccc(N2CCOCC2)cc3)cc4,-1.0,1.1233684,-14.48,47.39
ZINC72463508,Oc4ccc(c3c1c([nH]cc1)nc(NCc2ncccc2)c3)cc4,85.96,0.91593736,-10.54,47.33
ZINC09139838,s3c(SCc1nc(nc(n1)N)Nc2c(OC)cccc2)nnc3NC4CC4,-1.0,1.1064205,-2.78,47.29
ZINC72478040,[nH]3c2nc(NC1CCCC1)cc(c2cc3)c4cnc(cc4)C#N,66.23,0.98988295,-8.27,47.17
ZINC02749300,S(c3cc([N+](=O)O)cc(NC(=O)c2cc1OCOc1cc2)c3)CC(O)CO,65.9,0.9277187,6.44,47.14
ZINC17206629,O(c1ccc(OC)cc1)Cc2nc(nc(n2)N)Nc3ccc(cc3)C,66.01,1.1499342,-14.29,47.12
ZINC04351319,o1c(ccc1)C=CC=NNc2nncc(n2)c3ccc(OC)cc3,76.2,0.9403025,-12.58,47.09
ZINC12543812,s3c(SCc1nc(nc(n1)N)Nc2ccc(cc2)C)nnc3NC,65.54,1.1031004,-3.29,47.01
ZINC02411301,s3c(SCc1nc(nc(n1)N)Nc2ccc(cc2)C)nnc3N,65.54,1.1031002,0.54,47.01
ZINC09908061,Fc4c(NC(=O)CNc1nc(nc(n1)Nc2ccc(OC)cc2)Nc3ccc(OC)cc3)cccc4,-1.0,0.8131845,-24.4,47.0
ZINC06265598,s3c2ncn1nc(nc1c2c(c3C(=O)OCC)C)c4n[nH]c(c4)C,-1.0,0.9024177,5.16,46.98
ZINC02538546,O(c2ccc(c1nc(ncc1)NCCCN)cc2)C,65.72,1.1039703,-12.59,46.94
ZINC36680640,o1c(nnc1c2cc(OCC)c(OCC)cc2)NC(=O)Cc3c4c(ccc3)cccc4,55.5,1.1400671,-19.01,46.92
ZINC36680640,o1c(nnc1c2cc(OCC)c(OCC)cc2)NC(=O)Cc3c4c(ccc3)cccc4,65.77,1.0272198,-21.7,46.92
ZINC05372469,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)CCCC,65.62,0.9518926,-15.31,46.92
ZINC08815561,O=[N+](O)c4ccc(Nc1nc(nc(n1)Nc2ncccc2)Nc3ncccc3)cc4,-1.0,0.8023674,-10.15,46.91
ZINC11704833,O1c5c(OC1)ccc(c2nc(nnc2)NCc3ccc(cc3)CN4CCCC4)c5,56.13,0.962317,-16.11,46.87
ZINC11704833,O1c5c(OC1)ccc(c2nc(nnc2)NCc3ccc(cc3)CN4CCCC4)c5,56.13,0.9623171,-13.02,46.87
ZINC45948993,O=C(O)c3nn(c1nc(nc(c1)COC)Nc2ccccc2)cc3,66.15,0.8959395,-13.91,46.87
ZINC08191784,O1c4c(OC1)ccc(OCc2nc(nc(n2)N)Nc3ccc(cc3)C)c4,56.06,1.1454847,-6.6,46.85
ZINC02472259,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)C)C4)N)C,-1.0,0.9365246,-11.6,46.84
ZINC94728881,O(c2c(c1nc(ncc1)NCCC)ccc(OC)c2)C,-1.0,1.0268062,-21.34,46.84
ZINC94729065,O(c2ccc(c1nc(ncc1)NCCC)cc2)CCC,75.68,1.0257753,-20.48,46.84
ZINC04821997,O[n+]1n(nc([N+](=O)O)c1Nc2ccccc2)c3ccc(OC)cc3,66.38,0.88712066,-31.29,46.83
ZINC12590510,Fc3c(OC)ccc(c1nc(nnc1)NCC2CN(CCOC)CCC2)c3,55.9,0.9837405,-19.46,46.82
ZINC12456272,O(c3ccc(c1nc(nnc1)NCCN2C(CO)CCCC2)cc3)C,55.79,1.0919911,-15.31,46.82
ZINC15073634,O(c3ccc(c1nc(nnc1)NCCCCCN2CCOCC2)cc3)C,55.89,1.0485713,-14.41,46.81
ZINC15073634,O(c3ccc(c1nc(nnc1)NCCCCCN2CCOCC2)cc3)C,56.01,1.049197,-15.03,46.81
ZINC12075529,O(c3ccc(c1nc(nnc1)NCCCc2ccccc2)cc3)C,56.0,1.0870775,-22.99,46.81
ZINC12075529,O(c3ccc(c1nc(nnc1)NCCCc2ccccc2)cc3)C,56.01,1.0468496,-15.69,46.81
ZINC11879038,O(c3ccc(c1nc(nnc1)NCC2N(CCC2)CC)cc3)C,-1.0,0.9426133,-17.15,46.81
ZINC06947683,s1c(ccc1)C4Nc2n(ncn2)C(c3cc(OC)c(OCC)cc3)C4,-1.0,0.9405059,-19.76,46.8
ZINC00527880,O(c1ccc(cc1)C4n2ncnc2NC(c3ccc(cc3)CC)C4)C,66.31,0.93619484,-22.79,46.8
ZINC02916479,Ic1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.936152,-7.59,46.77
ZINC15866455,Brc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.936049,-6.68,46.77
ZINC15866431,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.93598956,-6.74,46.77
ZINC04619750,O(c1nc(nc(n1)NCC=C)Nc2ccc(OC)cc2)CC,75.82,0.918418,-20.94,46.77
ZINC02914417,Brc1cc(ccc1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.93652505,-20.02,46.75
ZINC12712741,Fc3c(OC)ccc(c1nc(nnc1)NCc2c(OC)cccc2)c3,66.01,0.95151114,-19.96,46.73
ZINC13792616,S(=O)(=O)(N3C(C(=O)Nc1oc(nn1)c2cc(OCC)c(OCC)c(OCC)c2)CCCC3)C,-1.0,1.0484632,-15.17,46.72
ZINC09122410,o1c(nnc1c2cc(OC)c(OC)c(OC)c2)NC(=O)c3n(nc(c3)C)C,-1.0,0.9613693,-11.73,46.72
ZINC09814278,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2c(cc(cc2)C)C)cc3)C(C)C,75.9,1.0487274,-17.22,46.71
ZINC09814278,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2c(cc(cc2)C)C)cc3)C(C)C,-1.0,1.0243399,-17.31,46.71
ZINC03642489,Brc1ccc(cc1)C5Nc2n(nc(n2)N)C(c4ccc(OCc3ccccc3)cc4)C5,-1.0,0.93638563,-17.09,46.7
ZINC01114989,Clc1ccc(cc1)C5Nc2n(nc(n2)N)C(c4ccc(OCc3ccccc3)cc4)C5,66.31,0.93617535,-16.33,46.7
ZINC03651783,o1c(nc2c1cccc2)c5ccc(Nc3nc(OC)nc(n3)Nc4ccccc4)cc5,-1.0,0.8114542,-25.87,46.7
ZINC03651783,o1c(nc2c1cccc2)c5ccc(Nc3nc(OC)nc(n3)Nc4ccccc4)cc5,-1.0,0.63808936,-21.65,46.7
ZINC06866887,s1c(nc(c1c2ccc([N+](=O)O)cc2)c3ccccc3)NN=Cc4oc(cc4)C,-1.0,0.9031499,-16.86,46.7
ZINC02915501,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OCC)cc3)C4,-1.0,0.9359892,-11.42,46.7
ZINC02915471,O(c1c(OC)cc(cc1)C4n2nnnc2NC(c3ccc(cc3)CC)C4)CC,-1.0,0.9361325,-12.52,46.7
ZINC15866443,O(c1c(OC)ccc(c1)C4n2nnnc2NC(c3ccc(cc3)C)C4)C,-1.0,0.936133,-9.71,46.7
ZINC01114989,Clc1ccc(cc1)C5Nc2n(nc(n2)N)C(c4ccc(OCc3ccccc3)cc4)C5,-1.0,0.93643683,-16.93,46.69
ZINC05000444,O=[N+](O)c1c(nc(nc1)NCCCOCC)NCCCOCC,55.82,1.0636563,-17.94,46.69
ZINC05005452,O[n+]1n(nc([N+](=O)O)c1NCc2ccc(cc2)C)c3ccc(OC)cc3,66.34,0.9124299,-25.83,46.68
ZINC89932846,o1c(nnc1C(N2CC(C(O)C)CCC2)C)c3ccc([N+](=O)O)cc3,-1.0,1.1765686,0.92,46.68
ZINC72283246,o1c(c(cc1)C(=O)Nc2n[nH]c(n2)c3cc(OC)c(OC)cc3)C,-1.0,0.98462874,-17.24,46.68
ZINC02914358,Brc1cc(ccc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.9362116,-11.19,46.66
ZINC08133151,s3c(SCc1nc(nc(n1)N)Nc2ccc(F)cc2)nnc3NC4CC4,-1.0,1.1028695,-2.88,46.66
ZINC05702505,s1c(nc(c1C(=O)OCc2nc(nc(n2)N)Nc3ccccc3)C)C,-1.0,1.044855,-7.17,46.65
ZINC36652499,s1nnc(c1C(=O)Nc2oc(nn2)c4cc3OCOc3cc4)C,-1.0,0.9494254,8.12,46.65
ZINC08872703,O=[N+](O)c4ccc(Nc1nc(nc(n1)Nc2ccc(OC)cc2)NN=C(c3ccc([N+](=O)O)cc3)C)cc4,-1.0,1.1914519,-3.88,46.64
ZINC36694074,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)c2c(oc(c2)C)C)cc3)C,-1.0,1.0384614,2.0,46.64
ZINC00719077,ClC(F)(F)Oc2ccc(Nc1nc(OCC(F)(F)F)nc(n1)NC(CC)C)cc2,-1.0,0.8492961,-24.55,46.62
ZINC12303407,O(c4ccc(c1nc(nnc1)NCC(N2CCCCC2)c3ccccc3)cc4)C,-1.0,1.041601,-16.78,46.61
ZINC12468349,O(c3ccc(c1nc(nnc1)NCCCN2C(CO)CCCC2)cc3)C,56.01,1.104306,-10.31,46.61
ZINC05000444,O=[N+](O)c1c(nc(nc1)NCCCOCC)NCCCOCC,56.04,1.0145562,-14.88,46.61
ZINC13097409,O(c1ccc(cc1)C4n2ncnc2NC(c3ccccc3)C4)Cc5ccc(cc5)C(=O)OC,66.32,0.9362977,-23.55,46.6
ZINC13097409,O(c1ccc(cc1)C4n2ncnc2NC(c3ccccc3)C4)Cc5ccc(cc5)C(=O)OC,-1.0,0.93629754,-25.7,46.6
ZINC13097409,O(c1ccc(cc1)C4n2ncnc2NC(c3ccccc3)C4)Cc5ccc(cc5)C(=O)OC,66.32,0.93629754,-28.89,46.6
ZINC32541109,O(c3cc(OC)cc(c1nc(nc(n1)N)Nc2ccc(cc2)C)c3)C,45.37,1.1007576,-14.22,46.6
ZINC94728568,O1c3c(OCC1)ccc(c2nc(nc(c2)C)NCCC)c3,-1.0,0.9716443,-26.68,46.59
ZINC02626403,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3ccc(cc3)C(=O)OC)C=4C#N,-1.0,1.0905628,-7.37,46.56
ZINC03618552,O=[N+](O)c3ccc(OCc1nc(nc(n1)N)Nc2c(cccc2)CC)cc3,-1.0,1.1170119,-12.25,46.54
ZINC09570352,O(c3ccc(n1nnnc1CNC(=O)C2CCCCC2)cc3)C,65.1,1.2920022,0.74,46.54
ZINC02899899,Clc3c(c(NC1SC(C(=O)N=1)=Cc2ccc(cc2)C(=O)O)ccc3)C,-1.0,0.94983816,-16.12,46.53
ZINC02899899,Clc3c(c(NC1SC(C(=O)N=1)=Cc2ccc(cc2)C(=O)O)ccc3)C,-1.0,1.1020241,-14.41,46.53
ZINC09361324,S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3ccc(OC)cc3,-1.0,1.1270462,4.23,46.53
ZINC00222716,s1c(ccc1)C4Nc2n(nnn2)C(c3c(OC)cc(OC)cc3)C4,-1.0,0.9526122,-17.38,46.52
ZINC32646403,O[n+]1n(nc([N+](=O)O)c1Nc2ccc(OC)cc2)c3ccc(OC)cc3,66.48,0.8045857,-15.93,46.51
ZINC08410895,S2C(Nc1c(ccc(c1)C)C)=NC(=O)C2=Cc3ccc(cc3)C(=O)O,-1.0,1.1011711,-9.65,46.51
ZINC01573468,o1c(nnc1c3cc2OCOc2cc3)Nc4ccc(OC)cc4,55.97,0.987335,-18.15,46.51
ZINC13097509,Fc1ccc(cc1)C6Nc2n(ncn2)C(c3c(nn(c3)c4ccccc4)c5cc(OC)c(OC)cc5)C=6,-1.0,0.85908127,-25.37,46.5
ZINC71814136,S(C(c1nc(nc(n1)N)Nc2ccccc2)C)C(C(=O)Nc3c(cccc3C)C)C,-1.0,1.0043632,-27.32,46.49
ZINC71260593,s1c3n(nc1c2cc(c([N+](=O)O)cc2)C)c(nn3)CN4CCCCCC4,36.73,1.1984242,-16.97,46.49
ZINC71260593,s1c3n(nc1c2cc(c([N+](=O)O)cc2)C)c(nn3)CN4CCCCCC4,-1.0,1.2541727,-11.63,46.49
ZINC94728742,s2c(c1nc(ncc1F)NCC)ccc2C#N,85.88,0.97081184,-21.56,46.48
ZINC06901587,O=C(c3cc2n1c(nnc1)c(nc2cc3)NCC4N(CCC4)CC)c5ccccc5,-1.0,1.0466601,-20.51,46.47
ZINC94729065,O(c2ccc(c1nc(ncc1)NCCC)cc2)CCC,75.68,1.0257748,-14.98,46.46
ZINC00635365,S(=O)(=O)(c2nc(oc2NCc1ccccc1)c3ccc(OC)cc3)c4ccccc4,-1.0,0.9418418,-20.76,46.45
ZINC03187087,S(=O)(=O)(c4nc3c(=O)c(c1n(c(=O)c2c([nH]1)cccc2)c3cn4)C#N)C,-1.0,0.8596823,-4.35,46.45
ZINC81529153,S(=O)(=O)(C3C(N(Cc1oc(cn1)c2ccc(OC)cc2)C)CCC3)C,-1.0,1.0095764,-13.06,46.44
ZINC15281032,o1c(=O)cc(c4c1cc(OCc2nc(nc(n2)N)Nc3c(cccc3)CC)cc4)C,-1.0,1.1519222,-6.22,46.42
ZINC23657153,o1c(=O)ccc4c1cc(OCc2nc(nc(n2)N)Nc3c(cccc3)CC)cc4,-1.0,1.1522363,-7.21,46.42
ZINC12220204,s4cc(c1c(nc(nc1)NC2CCN(C(C)C)CC2)c3c(OC)nc(OC)nc3)cc4,-1.0,1.215082,-24.19,46.41
ZINC12252680,s3cc(c1c(nc(nc1)NCCCN(C)C)c2c(OC)nc(OC)nc2)cc3,-1.0,1.1161382,-10.98,46.41
ZINC73691185,O(c1nc(nc(c1)C)Nc2cc(c(cc2)C)C)Cc4cc3OCOc3cc4,-1.0,1.0717288,-24.13,46.41
ZINC12327591,s3cc(c1c(nc(nc1)NCC=C)c2c(OC)nc(OC)nc2)cc3,-1.0,1.0006411,-12.5,46.41
ZINC13498574,O=c1[nH]c4c(cc1CN(C(c2n(nnn2)Cc3ccc(OC)cc3)C(C)C)CCCO)ccc(c4)C,-1.0,0.89666814,-6.62,46.4
ZINC04828692,Fc1ccc(cc1)C(=O)n2nc(nc2NCc3occc3)c4ccc(OC)cc4,56.21,1.0289608,-24.67,46.4
ZINC20796863,O(c4ccc(n2nc(Nc1c(cc(cc1)C)C)c3c2CC(CC3=O)C)cc4)C,-1.0,1.0450675,-13.69,46.4
ZINC20796863,O(c4ccc(n2nc(Nc1c(cc(cc1)C)C)c3c2CC(CC3=O)C)cc4)C,-1.0,0.8932371,-12.97,46.4
ZINC78790702,O3C(C(NC(=O)Nc1nn(cn1)Cc2ccc(cc2)C#N)C)CCC3,75.65,1.0872377,-3.63,46.4
ZINC78789893,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC(COC)C,75.65,1.0877702,-3.92,46.39
ZINC10720399,Clc1n(c2c(=O)n(c(=O)n(c2n1)C)C)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,1.1894158,-14.37,46.38
ZINC10720399,Clc1n(c2c(=O)n(c(=O)n(c2n1)C)C)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,1.0252433,-12.55,46.38
ZINC20796966,O(c4ccc(n2nc(Nc1c(c(ccc1)C)C)c3c2CC(CC3=O)C)cc4)C,-1.0,0.99473226,-22.62,46.37
ZINC20796966,O(c4ccc(n2nc(Nc1c(c(ccc1)C)C)c3c2CC(CC3=O)C)cc4)C,-1.0,0.90463513,-22.38,46.37
ZINC20796966,O(c4ccc(n2nc(Nc1c(c(ccc1)C)C)c3c2CC(CC3=O)C)cc4)C,-1.0,1.0852029,-22.73,46.37
ZINC89826406,S(Cc1nc(nc(n1)N)Nc2ccc(F)cc2)CC(O)c3ccccc3,-1.0,1.0637997,-5.66,46.36
ZINC89826406,S(Cc1nc(nc(n1)N)Nc2ccc(F)cc2)CC(O)c3ccccc3,-1.0,0.96017736,-1.34,46.36
ZINC65148375,Fc4cc(Nc1nc(ccn1)C3CN(C(=O)C2CCCC2)CCC3)ccc4,66.13,0.93166995,-26.0,46.36
ZINC65148431,Fc3cc(Nc1nc(ccn1)C2CN(C(=O)CC)CCC2)ccc3,66.13,0.9317921,-24.25,46.36
ZINC23505122,o2c(=Nc1ccc(OC)cc1)c(cc3c2ccc([N+](=O)O)c3)C(=O)Nc4cc(OC)ccc4,-1.0,0.9865482,-20.31,46.35
ZINC05372905,S2C(Nc1c(cccc1)CC)=NC(=O)C2=Cc3ccc(cc3)C(=O)O,-1.0,1.1015519,-13.12,46.33
ZINC17180945,s4c(SCc1nc(nc(n1)N)Nc2cc3c(cc2)cccc3)nnc4C,-1.0,1.1034663,-14.58,46.32
ZINC13681107,S=c1[nH]c(=O)c3c([nH]1)nc2n(nc(c2c3c4ccc(NC(=O)C)cc4)C)c5ccccc5,-1.0,0.8444439,-10.02,46.31
ZINC12456270,O(c3ccc(c1nc(nnc1)NCCN2C(CO)CCCC2)cc3)C,55.79,1.07393,-3.56,46.3
ZINC53835118,O=[N+](O)c1nn(cn1)Cc2nc(nc(n2)N)Nc3c(cccc3)C,66.2,0.81366843,-7.38,46.3
ZINC72158941,Fc3c(c2c1c([nH]cc1)nc(NCCN(C)C)c2)ccc(O)c3,86.23,0.92118055,-20.09,46.3
ZINC36694004,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2c(ccc(c2)C)C)cc3)CC,76.1,1.0295224,-8.79,46.28
ZINC02371436,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccccc3)C4)N)C,-1.0,0.936525,-11.76,46.28
ZINC05012853,O=[N+](O)c3ccc(Nc1[nH]c(=O)nc(n1)Nc2cc(c(cc2)C)C)cc3,66.49,0.79104125,-0.86,46.28
ZINC15670802,S(c2nn(c1nc(OC)nc(n1)NCC)cn2)CC(=O)N,65.75,0.98420864,3.64,46.28
ZINC02915995,O(c1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)c(OC)c3)C4)CC,56.07,0.9353884,-8.97,46.27
ZINC13131230,O(c1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4)CC,66.31,0.9354381,-9.32,46.27
ZINC36680447,o1c(nnc1c2cc(OCC)c(OCC)cc2)NC(=O)c3n(ncc3C)C,-1.0,0.9829759,-17.01,46.27
ZINC65148347,Fc4cc(Nc1nc(ccn1)C3CN(C(=O)c2cocc2)CCC3)ccc4,-1.0,1.10399,-13.84,46.27
ZINC72363537,O=C(N3CC(c2nc(nc(Nc1ncccn1)c2)C)CCC3)C(C)C,76.51,1.1344765,-12.47,46.27
ZINC38746725,Brc1cc(c(Cl)cc1)C(=O)Nc2oc(nn2)c3ccc(S(=O)(=O)C(C)C)cc3,-1.0,0.9366563,-13.48,46.26
ZINC09813824,Clc1c(ccc(Cl)c1)C(=O)Nc2oc(nn2)c3ccc(S(=O)(=O)C(C)C)cc3,-1.0,0.93665975,-11.42,46.26
ZINC09813937,Clc1c(cc(Cl)cc1)C(=O)Nc2oc(nn2)c3ccc(S(=O)(=O)C(C)C)cc3,-1.0,0.9366565,-12.87,46.26
ZINC02496457,FC(F)(F)c2nc(nc(c1ccc(OC)cc1)c2)NCc3ccc(OC)cc3,66.11,0.95311046,-26.8,46.26
ZINC10701938,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)Cc3c(ccc(c3)C)C,75.47,0.9957125,-14.15,46.26
ZINC10701938,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)Cc3c(ccc(c3)C)C,65.8,1.0300193,-11.36,46.26
ZINC91065672,S(Cc1cc(ncc1)NCc2c(cccc2C)C)CCO,-1.0,0.960698,-20.26,46.26
ZINC38746757,S(=O)(=O)(c5ccc(c1oc(nn1)NC(=O)C3c4c(Oc2c3cccc2)cccc4)cc5)C(C)C,-1.0,0.9709382,-12.02,46.25
ZINC36694053,S(=O)(=O)(c4ccc(c1oc(nn1)NC(=O)Cc3ccc(c2ccccc2)cc3)cc4)CC,85.81,0.99103856,-8.46,46.25
ZINC36694018,S(=O)(=O)(c4ccc(c1oc(nn1)NC(=O)Cc2cc3c(cc2)cccc3)cc4)CC,85.83,0.9914698,-13.11,46.25
ZINC00803137,Clc1c(Cl)ccc(c1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.93645936,-14.68,46.25
ZINC13942967,o2c(=Nc1ccc(OC)cc1)c(cc3c2ccc([N+](=O)O)c3)C(=O)Nc4ccccc4,-1.0,0.9865482,-12.88,46.25
ZINC36694008,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(cc2)C(C)C)cc3)CC,85.81,0.99223506,-10.69,46.25
ZINC36693742,S(=O)(=O)(c4ccc(c1oc(nn1)NC(=O)Cc2cc3c(cc2)cccc3)cc4)C,85.83,0.99165577,-11.17,46.25
ZINC36694057,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2cc(OC)ccc2)cc3)CC,85.76,0.9923609,-10.99,46.25
ZINC36693705,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(cc2)C(C)C)cc3)C,85.81,0.99223685,-8.75,46.25
ZINC36693821,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(F)cc2)cc3)CC,85.81,0.99255556,-10.67,46.25
ZINC36693655,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(OC)cc2)cc3)C,85.81,0.99235636,-6.42,46.25
ZINC36694006,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(cc2)C)cc3)CC,85.81,0.99235666,-10.65,46.25
ZINC36694051,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2cc(ccc2)C)cc3)CC,85.76,0.99236053,-11.29,46.25
ZINC36693623,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(F)cc2)cc3)C,85.81,0.9925557,-8.73,46.25
ZINC36693701,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(cc2)C)cc3)C,85.81,0.9923565,-8.71,46.25
ZINC36693937,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccccc2)cc3)CC,85.74,0.9923567,-10.56,46.25
ZINC36693404,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2cc(ccc2)C)cc3)C,85.76,0.9923609,-9.35,46.25
ZINC78791753,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)Nc3c(n(nc3C)CC)C,-1.0,0.89545494,-22.78,46.25
ZINC65148431,Fc3cc(Nc1nc(ccn1)C2CN(C(=O)CC)CCC2)ccc3,-1.0,1.113307,-8.7,46.25
ZINC22647249,O(c3ccc(c2nc1n(ncn1)c(NCCCN(C)C)c2)cc3)C,66.11,1.0029821,-22.51,46.25
ZINC22647249,O(c3ccc(c2nc1n(ncn1)c(NCCCN(C)C)c2)cc3)C,66.23,0.947847,-16.12,46.25
ZINC22647249,O(c3ccc(c2nc1n(ncn1)c(NCCCN(C)C)c2)cc3)C,66.27,1.0671287,-21.61,46.25
