Name,Smiles,Unaligned Pharm. Score,CNNaffinity,CNNaffinity_variance,rmsd,Binding Affinity Score,CNNscore,CNN_VS,Pharm. Score,minimizedAffinity
ZINC78791496,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCO,55.75,5.861953,0.038216002,1.0599068,-2.78,0.9457689,5.5440526,36.57,-7.99252
ZINC19742662,O(c4c(OC)cc(c1nc(nnc1)NCCC2C3CC(C2)C=C3)cc4OC)C,55.66,7.220071,0.112787746,1.0390443,-13.9,0.9250618,6.679012,36.56,-7.16327
ZINC78790522,S(C3CC(NC(=O)Nc1nn(cn1)Cc2ccc(cc2)C#N)CCC3)C,65.89,6.620042,0.11718681,1.1248609,-6.69,0.9237896,6.1155257,36.56,-8.4685
ZINC78790530,S(C3CC(NC(=O)Nc1nn(cn1)Cc2ccc(cc2)C#N)CCC3)C,65.74,6.543695,0.07968703,1.1320257,-10.03,0.8935844,5.8473434,36.56,-8.43463
ZINC78791222,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC(CC(OC)(C)C)C,-1.0,6.6509767,0.12089827,1.0882307,-7.62,0.9413658,6.2610016,36.56,-7.94635
ZINC78790767,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3C(CO)CCCC3,65.9,5.8912063,0.09258609,1.1252028,1.38,0.34083933,2.0079548,36.56,-6.96263
ZINC35860443,O(c4ccc(Nc1nc(nc(n1)Nc2cc(ccc2)C)Nc3cc(ccc3)C)cc4)C,-1.0,6.6529245,0.29722852,0.81248146,-21.13,0.3146163,2.0931184,36.55,-9.16629
ZINC72426677,O(c3c(cc(c1nc(ncc1)NCCc2nc[nH]c2)cc3)C(=O)O)CC,65.5,6.6916084,0.059211444,1.0935603,-12.38,0.9120328,6.1029663,36.55,-8.06381
ZINC20636082,O(c3c(OC)ccc(c1c2n(nc1CCC)c(N)c(nn2)C(=O)OCC)c3)C,-1.0,6.8610864,0.35400805,1.1574357,-17.73,0.8609768,5.907236,36.53,-8.69611
ZINC02914247,Brc1ccc(cc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,6.651483,0.30607116,1.0258749,-23.56,0.59265625,3.942043,36.52,-4.76831
ZINC02914270,Brc1cc(ccc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,6.9446554,0.4196926,1.0259076,-23.5,0.6162589,4.279706,36.52,-6.28648
ZINC02914158,Clc1ccc(cc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,6.6419206,0.22641376,1.0256954,-22.13,0.5944919,3.9485679,36.52,-5.00603
ZINC08709916,O=c1n(c(=O)c2n(cnc2n1C)Cc3nc(nc(n3)N)Nc4ccc(cc4)C)C,-1.0,5.867702,0.45491347,1.1934551,-6.18,0.34484404,2.023442,36.51,-9.43202
ZINC08709916,O=c1n(c(=O)c2n(cnc2n1C)Cc3nc(nc(n3)N)Nc4ccc(cc4)C)C,-1.0,6.987644,0.21559048,1.0322372,-9.14,0.96550286,6.7465906,36.51,-9.5596
ZINC94729056,O(c2ccc(c1nc(nc(c1)C)NCCC)cc2)CCC,66.03,6.27688,0.08082859,0.9766603,-18.93,0.8929014,5.604635,36.51,-7.17466
ZINC20636079,O(c3ccc(c1c2n(nc1CCC)c(N)c(nn2)C(=O)OCC)cc3)C,-1.0,6.741543,0.056331497,1.1718155,-17.65,0.8391074,5.6568785,36.48,-7.82191
ZINC25495961,S(c2nn(c1nc(nc(n1)NCC)NCCCC)cn2)CC(=O)N,-1.0,6.6458693,0.4172059,1.1050749,-7.15,0.8469598,5.628784,36.47,-6.56784
ZINC02419736,s3c(SCc1nc(nc(n1)N)Nc2c(OC)cccc2)nnc3N,55.71,6.4481955,0.27975512,1.1064206,-9.64,0.87306297,5.6296806,36.45,-7.31295
ZINC59170386,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc(N(=O)O)cc1)cc2C(=O)Nc3ccccc3)cc4,-1.0,6.9735923,0.17736456,0.9865429,-6.17,0.6171591,4.3038163,36.44,-8.37785
ZINC72377875,O(c1ccc(cc1)CCC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4)C,-1.0,7.3695693,0.047698215,0.95952755,-29.14,0.7904159,5.8250246,36.44,-9.71042
ZINC72377875,O(c1ccc(cc1)CCC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4)C,-1.0,7.3924875,0.04984858,1.0601606,-25.35,0.7948419,5.875859,36.44,-9.69607
ZINC72378095,Fc1ccc(cc1)CCC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4,-1.0,7.1469336,0.09566714,0.95952755,-22.31,0.60020244,4.289607,36.44,-8.4566
ZINC72378095,Fc1ccc(cc1)CCC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4,-1.0,7.324079,0.0947677,1.0601605,-22.11,0.7831724,5.7360168,36.44,-9.70911
ZINC14291361,s1c4n(nc1c3cc(NC(=O)COc2c(cccc2)C)c(OC)cc3)c(nn4)C,-1.0,6.598124,0.44293547,1.13941,-17.5,0.9038481,5.9637017,36.43,-7.61378
ZINC40383763,n3(c4c(c(c1nc(ncc1)Nc2ccccc2)c3)cccc4)CC#N,-1.0,7.016795,0.032873236,1.008116,-29.98,0.9444026,6.6266794,36.43,-8.92834
ZINC93701719,S(=O)(=O)(N2CC(Cn1ncnc1CNC)CCC2)C,46.43,6.0976295,0.10043619,1.1370323,-5.72,0.78769577,4.8030767,36.43,-6.40811
ZINC15066253,O(c2c(OC)cc(c1nc(nnc1)NCCCOC(C)C)cc2OC)C,45.94,6.569059,0.19966385,1.0493479,-9.0,0.8212938,5.3951273,36.42,-6.40402
ZINC21792831,O(c1c(cccc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(OC)cc4)C,-1.0,6.70971,0.25422937,1.1139554,-32.7,0.44674203,2.9975095,36.41,-8.27428
ZINC21792831,O(c1c(cccc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(OC)cc4)C,-1.0,6.7143006,0.30110782,0.9697438,-22.88,0.4567653,3.0668595,36.41,-7.17585
ZINC72452646,Clc5c(Nc4nc(c3nnc1n(nc(n1)c2ccncc2)c3C)ccn4)cccc5,-1.0,7.322957,0.23139481,1.0588717,-8.44,0.7602443,5.5672364,36.41,-8.97946
ZINC33530693,O=N(O)c1ccc(cc1)C=NNc2nc(nc(n2)NC)Nc3ccccc3,56.7,7.3380685,0.015671402,0.9051299,-13.04,0.9896268,7.2619495,36.41,-9.10424
ZINC40187821,O(c1ccc(cc1)Cn2c(nc3c2cccc3)C(NC(=O)C)C)C,-1.0,5.6584487,0.121944144,1.1314911,-18.05,0.5627712,3.184412,36.41,-6.99307
ZINC00950593,O=N(O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)Nc4cnccc4)C,-1.0,6.9894257,0.082589135,1.0987519,4.78,0.908692,6.3512354,36.4,-7.59723
ZINC20754183,O(c1c(OC)c(ccc1OC)C4n2nnnc2NC(c3cnccc3)C4)C,66.19,6.797901,0.26993355,0.9299506,-3.62,0.88636535,6.025424,36.4,-8.37351
ZINC16692853,On1n(nc(N(=O)O)c1NCc2cc(OC)c(OCC)cc2)c3ccc(OC)cc3,66.25,6.373039,0.76786566,0.95004475,-16.96,0.55836654,3.5584917,36.39,-7.64319
ZINC09296905,O=c1n(c2nc(nc(c2[nH]1)C(=O)N)c3c(OC)cc(OC)cc3)c4c(OC)cc(OC)cc4,56.26,7.287069,0.13072908,0.84703684,-18.18,0.9175622,6.686339,36.38,-8.6934
ZINC72377863,FC(F)(F)c1c(nccc1)Nc2nc(ccn2)C4CN(C(=O)C3CCC3)CCC4,-1.0,6.703059,0.19196995,0.9372399,-32.9,0.5127738,3.437153,36.38,-8.26353
ZINC12471284,O=N(O)c3ccc(c1nc(ncc1)Nc2ccc(OC)cc2)cc3,-1.0,6.462474,0.04965329,1.125269,-3.52,0.9221706,5.959503,36.38,-8.50375
ZINC72440415,Clc4c(Nc1[nH]c(=O)c2c(n1)nccc2c3ccc(N(=O)O)cc3)cccc4,-1.0,7.095172,0.16677585,0.9511579,-5.5,0.86074406,6.107127,36.37,-9.03183
ZINC72440415,Clc4c(Nc1[nH]c(=O)c2c(n1)nccc2c3ccc(N(=O)O)cc3)cccc4,-1.0,7.1436014,0.16950965,0.78993917,-3.77,0.7475497,5.340197,36.37,-8.72825
ZINC01128985,O=N(O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)Nc4c(cccc4)C)C,-1.0,6.530052,0.16295008,1.1512449,-0.58,0.60983473,3.9822526,36.37,-5.8551
ZINC77344311,FC(F)CNc2nc(c1cc(c(OCC)cc1)C(=O)O)ccn2,75.78,5.8184967,0.12873895,1.0288521,-15.57,0.79363126,4.6177406,36.37,-7.836
ZINC28527360,s1nc(nc1COc2ccc(OC)cc2)Nc3ccccc3,66.46,5.937423,0.086220905,0.98006755,-21.22,0.80155176,4.759152,36.37,-7.08333
ZINC72373364,O(c1c(cccc1)C(N(C)C)CNc4nc(nc(c2cc(ncc2)N3CCOCC3)c4)C)C,-1.0,7.334483,0.13448274,0.90403867,-21.02,0.76578593,5.616644,36.36,-8.66171
ZINC10689075,S(=O)(=O)(Cc1ccccc1)CCCC(=O)Nc2oc(nn2)c3cc(OC)c(OC)cc3,85.54,6.663208,0.057154518,0.9508435,-11.62,0.7757384,5.168906,36.36,-7.16819
ZINC09365189,o1c(nnc1c3cc2OCOc2cc3)Nc5ccc(N4CCCC4)cc5,55.9,6.2047,0.13324031,0.9854931,-10.04,0.8742666,5.424562,36.36,-7.98473
ZINC13894177,Brc4ccc(NC(=O)c2c(oc1c(cc(N(=O)O)cc1)c2)=Nc3ccc(OC)cc3)cc4,-1.0,6.7810125,0.17999128,0.98654836,-28.24,0.50367147,3.4154027,36.35,-8.58505
ZINC72377684,O=C(N3CC(c1nc(ncc1)Nc2ncccn2)CCC3)Cc4ccccc4,76.53,6.4059935,0.062013943,0.8890091,-13.27,0.66956997,4.289261,36.35,-7.69068
ZINC01573469,Clc4ccc(Nc1oc(nn1)c3cc2OCOc2cc3)cc4,55.86,6.0004253,0.1933968,0.99095535,-11.55,0.8412275,5.047723,36.35,-8.26653
ZINC94728882,O(c2c(c1nc(ncc1C)NCCC)ccc(OC)c2)C,-1.0,6.654332,0.0857706,1.0293515,-23.8,0.9779937,6.507895,36.35,-7.40189
ZINC09948541,Clc1ccc(cc1)CNc2n(nc(n2)NCc3ccc(Cl)cc3)C(=O)c4cc(OC)c(OC)cc4,-1.0,6.862297,0.19918182,1.091121,-30.04,0.6440586,4.419721,36.34,-9.39311
ZINC13940039,Clc4ccc(NC(=O)c2c(oc1c(cc(N(=O)O)cc1)c2)=Nc3ccc(OC)cc3)cc4,-1.0,6.1533933,1.9619255,0.98654836,-24.92,0.47242767,2.9070332,36.34,-3.61816
ZINC10700618,o1c(nnc1c2cc(OCC)c(OCC)c(OCC)c2)NC(=O)Cc3c(ccc(c3)C)C,-1.0,7.020589,0.18079677,1.0384474,-14.49,0.7695977,5.403029,36.34,-8.35423
ZINC13131776,O(c1ccc(cc1)C4n2nc(nc2NC(c3cc(OC)ccc3)C4)N)CC,66.39,7.0095634,0.050574254,0.936229,-2.18,0.9603031,6.7313056,36.34,-9.05262
ZINC36805915,Clc4ccc(c3n[nH]c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3)cc4,-1.0,7.4507217,0.13117528,1.0679948,-18.11,0.9072732,6.75984,36.33,-8.99044
ZINC04329737,O(c4ccc(Nc1nc(nc(n1)N2CCOCC2)Nc3ccc(cc3)C)cc4)C,-1.0,6.5416594,0.18943763,0.812372,-22.94,0.5666748,3.7069936,36.33,-8.51624
ZINC78791594,OC3CN(C(=O)Nc1nn(cn1)Cc2ccc(cc2)C#N)CCC3,65.91,5.7470317,0.15019034,1.042948,-10.22,0.5379922,3.0918581,36.33,-8.65363
ZINC20108051,o1nc3c(n1)c(Nc2cc(OC)c(OC)c(OC)c2)cc(NCCCO)c3N(=O)O,-1.0,6.7165236,0.2314264,0.9810122,-9.62,0.7238104,4.8614893,36.32,-7.29528
ZINC02914150,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)c(OC)c3)C4,-1.0,7.084138,0.36310118,0.9361684,-10.73,0.9044911,6.40754,36.32,-8.37382
ZINC08682807,On1n(nc(N(=O)O)c1Nc2cc(OC)cc(OC)c2)c4cc3OCCOc3cc4,56.49,5.9347486,0.22648926,0.79099727,-18.97,0.55936724,3.319704,36.31,-7.71072
ZINC36701480,O(c4c(OC)ccc(c2nc1nc([nH]c1c(c2)C(=O)O)c3ccccc3)c4)C,-1.0,6.0691996,0.22256562,0.8809879,-14.48,0.57938755,3.5164187,36.31,-6.25752
ZINC00065631,O=N(O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)OCC)C,-1.0,5.90999,0.3457937,1.1512448,6.52,0.58235306,3.4417007,36.31,-5.91126
ZINC01772939,o4nc(n1nnc(c1c2ccc(N(=O)O)cc2)C(=O)NN=CC=Cc3ccccc3)c(n4)N,-1.0,6.5761595,0.21073623,1.1371557,5.56,0.75236356,4.947663,36.3,-7.87178
ZINC72443547,Clc3ccc(Nc2nc(c1ccc(N(=O)O)cc1)ccn2)cc3,-1.0,6.3823013,0.057407796,1.1243075,-10.78,0.84450924,5.3899126,36.3,-8.92991
ZINC08959148,Brc4c(NC(=O)c2c(oc1c(cc(N(=O)O)cc1)c2)=Nc3ccc(OC)cc3)cccc4,-1.0,6.660866,0.3327797,0.9863034,-22.8,0.5006842,3.3349903,36.29,-6.99245
ZINC54615724,O(c1ccc(cc1)C3n2ncnc2NC(=C3C(=O)Nc4cc(ccc4)C)C)CC(=O)N5CCOCC5,-1.0,6.5862684,0.03670302,1.0465533,-8.58,0.47970697,3.159479,36.29,-8.07923
ZINC02365986,Brc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.31,6.983664,0.15623362,0.93527174,-4.94,0.94942844,6.6304893,36.29,-8.70961
ZINC13131230,O(c1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4)CC,66.31,7.0665574,0.1465732,0.93535244,-7.29,0.9661235,6.8271675,36.29,-8.47515
ZINC13131230,O(c1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4)CC,66.31,7.0711393,0.14740962,0.9354382,-8.21,0.9644827,6.8199916,36.29,-8.46097
ZINC00803119,Clc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.31,6.9415207,0.17893793,0.93521726,-4.73,0.9518725,6.607443,36.29,-8.71113
ZINC04204578,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(OC)cc3)C4)N)C,66.31,6.9584594,0.1587882,0.93543804,-4.27,0.96466374,6.7125735,36.29,-8.57236
ZINC00803138,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)CC)C4)N)C,66.31,6.984853,0.16359839,0.9353535,-8.02,0.96549183,6.7438183,36.29,-8.63095
ZINC00803138,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)CC)C4)N)C,66.31,6.9802275,0.16398329,0.9354376,-7.46,0.9649971,6.7358994,36.29,-8.60195
ZINC00803138,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)CC)C4)N)C,66.31,7.0152407,0.1565261,0.9354382,-5.03,0.9663743,6.7793484,36.29,-8.60074
ZINC13131347,Fc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.31,6.9050765,0.18966934,0.93521756,-5.23,0.95536083,6.5968394,36.29,-8.72226
ZINC02472259,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)C)C4)N)C,66.31,6.91088,0.18744515,0.93535334,-7.39,0.9694662,6.699865,36.29,-8.71993
ZINC02472259,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)C)C4)N)C,66.31,6.9201202,0.18389143,0.93543804,-5.31,0.96958435,6.70964,36.29,-8.71823
ZINC92135758,O(c2ccc(NCc1c([nH]nc1)C(=O)OCC)cc2)C3COCC3,76.16,6.0225515,0.05554695,1.0529523,-8.46,0.8520489,5.1315084,36.28,-6.37286
ZINC19124008,o1nc(cc1c2c(nc(nc2)NCC=C)c4cnc(N3CCOCC3)cc4)C,-1.0,7.0284643,0.18827398,1.0858235,-9.83,0.7016796,4.93173,36.27,-8.16971
ZINC07984124,O=N(O)c1cn(c(=O)cc1)Cc2nc(nc(n2)N)Nc3c(cccc3)C,-1.0,6.506021,0.26230347,0.890084,-6.47,0.5685556,3.6990347,36.27,-9.23253
ZINC36701490,O(c1c(OC)cc(c(OC)c1)c3nc2nc([nH]c2c(c3)C(=O)O)c4ccccc4)C,-1.0,6.455983,0.2074538,0.87810785,-9.73,0.6878351,4.440652,36.26,-6.29624
ZINC04137756,s1c(nc2c1cc(OC)cc2)Nc3oc(nn3)c4c(OC)cc(OC)cc4,75.67,6.392449,0.4546094,1.0055434,-8.79,0.69187045,4.4227467,36.26,-7.99543
ZINC04137756,s1c(nc2c1cc(OC)cc2)Nc3oc(nn3)c4c(OC)cc(OC)cc4,75.55,6.5760765,0.29740188,1.0098242,-10.11,0.8632381,5.6767197,36.26,-7.71335
ZINC09365193,o1c(nnc1c3cc2OCOc2cc3)Nc5cc4[nH]c(=O)[nH]c4cc5,55.93,6.312688,0.08020366,0.991172,-9.4,0.6919176,4.36786,36.26,-8.68821
ZINC59170532,Clc4ccc(NC(=O)c2c(oc1c(cc(N(=O)O)cc1)c2)=Nc3ccc(S(=O)(=O)N)cc3)cc4,-1.0,7.3866606,0.25315866,1.0182401,-16.55,0.78794307,5.820268,36.25,-7.91499
ZINC59170677,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc(N(=O)O)cc1)cc2C(=O)Nc3ccc(F)cc3)cc4,-1.0,7.0425544,0.22087722,1.0182401,-13.63,0.5634454,3.9680948,36.25,-8.17829
ZINC59170409,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc(N(=O)O)cc1)cc2C(=O)Nc3ccc(cc3)C)cc4,-1.0,7.0142784,0.19576345,1.018241,-13.5,0.6129097,4.299119,36.25,-8.23637
ZINC02918116,Clc1c(OCC)ccc(c1)C4Nc2n(ncn2)C(c3c(OC)c(OC)ccc3)C4,-1.0,7.029429,0.21781269,1.0841819,-15.94,0.7516883,5.2839394,36.25,-8.2476
ZINC78790068,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCOCC,66.05,6.3073893,0.069088876,1.0112339,-6.75,0.92451376,5.8312683,36.25,-7.34152
ZINC72452680,n14nc(nc1nnc(c2nc(ncc2)Nc3c(c(ccc3)C)C)c4C)c5cnccc5,-1.0,7.3028173,0.24895315,1.0678232,-9.28,0.6575443,4.801926,36.24,-8.88061
ZINC78791352,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC(C(CO)C)C,-1.0,6.267138,0.10906462,1.0661625,-7.75,0.9338709,5.852698,36.24,-8.05301
ZINC02472295,Fc1ccc(cc1)C5Nc2n(nc(n2)N)C(c4ccc(OCc3ccccc3)cc4)C5,-1.0,7.0475874,0.12409441,0.9360584,-13.67,0.87269294,6.1503797,36.22,-9.6543
ZINC00950616,O=N(O)c1cc(ccc1)C4n2nnnc2NC(c3ccccc3)=C4C(=O)OCC,-1.0,6.711085,0.24096575,0.92436004,-4.14,0.72008646,4.8325615,36.22,-6.18275
ZINC76611833,o1c(nnc1CN(C2CC2)CC(C)C)c3ccc(N(=O)O)cc3,-1.0,6.273184,0.07093754,0.9431903,-19.65,0.6174585,3.8734307,36.22,-7.73515
ZINC39845985,S(=O)(=O)(c2nc(oc2NCC1OCCC1)c3ccc(OC)cc3)c4ccc(F)cc4,-1.0,5.9811125,0.32262924,0.8992452,-20.11,0.37433,2.23891,36.21,-8.08955
ZINC08682902,On1n(nc(N(=O)O)c1NCc3cc2OCOc2cc3)c4ccc(OC)cc4,66.25,6.1003137,0.6174313,0.9509318,-14.33,0.53522694,3.2650523,36.21,-8.68233
ZINC78790522,S(C3CC(NC(=O)Nc1nn(cn1)Cc2ccc(cc2)C#N)CCC3)C,65.74,6.627961,0.1429278,1.1320995,-9.97,0.9091284,6.025668,36.21,-8.43941
ZINC54615741,O(c5c(NC(=O)C2C(n1ncnc1NC=2C)c4ccc(OCC(=O)N3CCOCC3)cc4)cccc5)CC,-1.0,6.9639816,0.24029176,1.0465536,-10.61,0.5332919,3.7138348,36.2,-7.46066
ZINC20803427,O(c1c(OC)cc(cc1)C3n2ncnc2NC(C3C(=O)Nc4ccccc4)C)CC(=O)N,-1.0,6.4006233,0.17793235,1.1206483,0.67,0.41050154,2.6274657,36.2,-6.5441
ZINC78791374,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC(CC(CC)C)C,76.2,6.663523,0.07245414,0.9830743,-18.6,0.90847534,6.0536466,36.2,-7.98517
ZINC72473317,O(c2c(cc(c1nc(ncc1)NC(COC)C)cc2)C(=O)O)CC,-1.0,5.7512684,0.11998944,1.0563279,-16.29,0.59782857,3.4382725,36.2,-7.34607
ZINC38288415,S=c1[nH]c(=O)c3c([nH]1)nc(c2ccc(F)cc2)cc3c5ccc(OCc4ccccc4)cc5,-1.0,7.768386,0.070360795,0.9339615,-18.77,0.97722524,7.5914626,36.19,-10.48481
ZINC04402519,S(c1nnc(n1CC)c2ccccc2)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,7.520505,0.13872251,1.0838187,-13.01,0.9679671,7.279601,36.19,-8.17091
ZINC02843084,Brc1ccc(cc1)C(=O)Nc4cc(Oc2ccc(O)cc2)cc(NC(=O)c3ccc(Br)cc3)c4,-1.0,6.963193,0.23029275,1.0211474,-29.56,0.4947141,3.44479,36.18,-7.34951
ZINC91027572,S(C(c1nc(nc(n1)N)Nc2ccccc2)C)CCCc3c[nH]nc3,-1.0,7.007768,0.095285036,1.0720401,-9.7,0.87331414,6.119983,36.18,-8.74642
ZINC15953279,o1c(ccc1)C=CC=NNc2nncc(n2)c3ccc(OC)cc3,-1.0,6.8781576,0.14658335,1.1111461,-8.78,0.9577254,6.587386,36.18,-8.29899
ZINC01573467,o1c(nnc1c3cc2OCOc2cc3)Nc4c(cc(cc4)C)C,-1.0,5.886986,0.29114202,0.9938343,-12.54,0.7396868,4.3545256,36.18,-8.06673
ZINC01573467,o1c(nnc1c3cc2OCOc2cc3)Nc4c(cc(cc4)C)C,-1.0,5.8052225,0.27560997,1.1461982,-11.64,0.73781365,4.2831726,36.18,-8.11532
ZINC13793110,S(=O)(=O)(N3C(C(=O)Nc1oc(nn1)c2cc(OC)c(OC)cc2)CCCC3)C,-1.0,5.9310975,0.0110006,1.0423967,-2.78,0.6463993,3.8338573,36.17,-7.23783
ZINC01291736,O(c1ccc(cc1)C3n2ncnc2NC(=C3C(=O)OC4CCCCC4)C)CC(=O)N5CCOCC5,-1.0,6.7002306,0.12600762,1.0464536,-7.67,0.29240203,1.959161,36.15,-8.30814
ZINC40915903,O(c1ccc(cc1)C3n2ncnc2NC(=C3C(=O)OC)C)CC(=O)N4CCOCC4,-1.0,5.353761,0.1700408,1.0464114,-4.12,0.20896149,1.11873,36.15,-7.50594
ZINC02915910,O(c1c(OC)cc(cc1OC)C4n2ncnc2NC(c3cc(OC)ccc3)C4)C,56.1,7.0157547,0.21135314,0.935552,-12.95,0.96361077,6.7604566,36.15,-8.19656
ZINC11843278,S(CCNc1nncc(n1)c2cc(OC)c(OC)c(OC)c2)C,-1.0,6.4912605,0.20453377,0.96152264,-12.86,0.93900853,6.095349,36.15,-6.47569
ZINC33716092,o4nc(n1nnc(c1c2ccc(N(=O)O)cc2)C(=O)NN=CCCc3ccccc3)c(n4)N,-1.0,6.8032417,0.4240466,1.2428483,-2.01,0.5768882,3.9247098,36.14,-8.02148
ZINC59520104,O(c4ccc(c1nc(nc(n1)c2ccc(OC)cc2)NC3CCCC3)cc4)C,55.75,6.634659,0.54206806,1.0977381,-15.67,0.50095505,3.3236659,36.14,-8.10466
ZINC79099297,O(CC1CC1)CCCNc2nc(nc(n2)NC)NCCCOCC3CC3,-1.0,6.9726653,0.06753934,1.0534306,-11.94,0.9434515,6.5783715,36.14,-6.55233
ZINC79099297,O(CC1CC1)CCCNc2nc(nc(n2)NC)NCCCOCC3CC3,-1.0,6.9697165,0.09986316,1.0499164,-15.75,0.9468142,6.5990267,36.14,-6.4015
ZINC65147814,O=C(N3CC(c1nc(ncc1)Nc2ccccc2)CCC3)COCC,66.08,6.4648576,0.017256964,0.93146205,-17.78,0.72507226,4.687489,36.14,-8.50742
ZINC02472298,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccc(cc3)C)C4)N)Cc5ccccc5,66.31,7.096659,0.10825993,0.9362794,-22.59,0.9046639,6.4200916,36.13,-9.71517
ZINC78790432,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCOCCCC,66.05,6.535263,0.09943078,1.0111622,-5.72,0.93806034,6.130471,36.13,-7.14595
ZINC78791491,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCOC,66.05,5.944964,0.05897832,1.0111443,-3.55,0.9130877,5.4282737,36.13,-7.348
ZINC13127183,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3occc3)C(c4ccc(OC)cc4)C5,65.72,7.0798225,0.16704157,1.0836174,-13.48,0.6218601,4.402659,36.12,-8.7586
ZINC13127183,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3occc3)C(c4ccc(OC)cc4)C5,66.31,5.8309355,1.6435467,0.9360584,-12.71,0.506742,2.9547799,36.12,-3.06712
ZINC15838210,Clc1cc(ccc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(OC)cc4,76.11,6.300911,0.23090804,0.9691167,-26.2,0.20799091,1.3105322,36.12,-8.46948
ZINC10232429,s1c(ccc1)C(=O)C3C(n2nnnc2NC=3C(=O)OC)c4ccc(cc4)C(=O)OC,-1.0,5.4578238,0.25254127,1.0323274,2.65,0.28969586,1.5811089,36.12,-5.93708
ZINC10232429,s1c(ccc1)C(=O)C3C(n2nnnc2NC=3C(=O)OC)c4ccc(cc4)C(=O)OC,-1.0,4.9706526,0.22301657,1.0323274,1.84,0.24432473,1.2144533,36.12,-4.35646
ZINC04878813,O=N(O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)Nc4c(cc(cc4)C)C)C,-1.0,6.595198,0.14415932,1.1512451,-0.29,0.5897832,3.8897371,36.12,-5.94001
ZINC08718305,S(c1n(nnn1)C(C)(C)C)Cc2nc(nc(n2)N)Nc3c(OC)cccc3,-1.0,6.9057207,0.17283294,1.0823605,-5.46,0.75425184,5.2086525,36.12,-7.52171
ZINC08718305,S(c1n(nnn1)C(C)(C)C)Cc2nc(nc(n2)N)Nc3c(OC)cccc3,-1.0,7.214433,0.15187964,1.0637769,-4.96,0.91251755,6.583297,36.12,-7.95476
ZINC08402890,O=N(O)c4ccc(Nc1nc(nc(n1)Nc2ccccc2)NN=Cc3c(OC)cccc3)cc4,-1.0,6.8897805,0.24337018,0.7910773,-16.06,0.3434636,2.3663888,36.11,-9.31363
ZINC36694048,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2cc(OC)c(OC)cc2)cc3)CC,85.82,6.286004,0.22155032,0.9922355,-11.54,0.58666813,3.6877983,36.11,-7.35039
